Ticker,Name,Sector,Industry,MktCap($B),Price,DollarVol($M),RevYoY,OpMarginTTM,OperatingMargins(info),ROE(info),EV_EBITDA,PE,PEG,FCF_Yield,PB,DivYield,PayoutRatio,SMA20,SMA50,ATR_PCT,RVOL,RET5,RET20,CreatedAtUTC,Source
PLXS,Plexus Corp.,Technology,Electronic Components,4.04,149.86,29.71,-0.0592541395457099,0.0504617321657798,0.050180003,0.1244,13.705587321144566,23.939297,0.9242971814671814,0.0641400587031358,2.7714899,0.0,0.0,145.76250228881835,140.69899993896485,0.0405282873135915,1.4858526252080495,-0.003060182886201,0.0632893288947804,2025-10-24T08:59:10Z,us_all
BABX,GraniteShares 2x Long BABA Daily ETF,,,,51.29,91.85,,,,,,,,,,0.0,,53.544849967956544,43.77973987579346,0.087551319311921,1.1365451306479626,0.0773786612199531,-0.0705924987387445,2025-10-24T08:59:10Z,us_all
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,54.87,293.28,311.92,0.0981512951233327,0.1010620876807186,0.12827,0.08926,16.664451250864722,32.768715,1.209177675276753,0.0325456784721478,2.8435411,1.64,0.5274,295.40100250244143,284.4211669921875,0.0240555149497201,0.6053198190998241,0.0316226035532811,0.0139676693449208,2025-10-24T08:59:10Z,us_all
SUIG,SUI Group Holdings Limited,Financial Services,Credit Services,0.27,3.29,5.01,0.7661975093203759,,0.66649,0.07575,,13.708333,0.1645658223289315,-0.0122732280718346,0.9847351,0.0,0.0,3.757999968528748,4.764799995422363,0.1151975644242621,1.5836170296665308,0.0751634063314938,-0.1498707857512674,2025-10-24T08:59:10Z,us_all
AMPX,"Amprius Technologies, Inc.",Industrials,Electrical Equipment & Parts,1.46,11.66,117.32,1.680809919235582,-0.8928046657775166,-0.45218,-0.53616,,,,-0.0231218150982706,19.021208,0.0,0.0,12.341499996185302,9.958800039291384,0.1354447377624608,0.4035974937400647,-0.0876369255837766,0.0532972148918617,2025-10-24T08:59:10Z,us_all
IBDV,iShares iBonds Dec 2030 Term Corporate ETF,,,,22.21,12.1,,,,,,,,,,4.56,,22.14006128311157,22.0556787109375,0.0030134379813917,0.4289450741063644,-0.0008997057208962,0.009213976206184,2025-10-24T08:59:10Z,us_all
AIP,"Arteris, Inc.",Technology,Semiconductors,0.59,13.83,12.29,0.0756158461595797,-0.4898633689670441,-0.49982,,,,,-0.0031327761512136,-78.13559,0.0,0.0,12.49049997329712,10.622999992370604,0.0958062248049853,0.7368492102776403,-0.0191489681176538,0.4054877753298413,2025-10-24T08:59:10Z,us_all
FLRN,SPDR Bloomberg Investment Grade Floating Rate ETF,,,,30.83,28.1,,,,,,,,,,5.05,,30.766906356811525,30.6819157409668,0.0008340772576333,0.8285471351381003,0.0026016235351562,0.004034325182586,2025-10-24T08:59:10Z,us_all
MCW,"Mister Car Wash, Inc.",Consumer Cyclical,Auto & Truck Dealerships,1.69,5.15,8.0,0.0729793866698307,0.1834421334952684,0.20656,0.08623,12.1192940894375,19.807693,0.7336182592592593,-0.0046339387556289,1.57348,0.0,0.0,5.0695000171661375,5.386800012588501,0.0397642236718865,1.0857409583286388,0.0774058304014,-0.0337710752186025,2025-10-24T08:59:10Z,us_all
SPRY,"ARS Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.95,9.65,23.67,2970.633333333333,-0.528240415171935,-3.0294602,-0.23562999,,,,-0.067814317155903,4.9512568,0.0,0.0,10.343000030517578,11.079799957275393,0.0580162675526553,0.3900844367722856,-0.0454995107584559,0.0115303623812468,2025-10-24T08:59:10Z,us_all
NEOV,NeoVolta Inc.,Industrials,Electrical Equipment & Parts,0.14,4.19,1.53,2.1858622373984526,-0.5596632662203543,-0.3015,-1.34164,,419.0,,-0.030378194433096,49.294117,0.0,0.0,4.87449996471405,4.534199981689453,0.1295431277418441,1.8967833932048157,-0.0278422011954119,-0.1586345298850028,2025-10-24T08:59:10Z,us_all
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,0.84,38.95,9.95,-0.0394850318502804,0.0607950003633456,0.087349996,0.088290006,6.769926164960867,18.907768,0.0931957620540816,0.0572671179415635,1.675413,2.67,0.5,41.16099987030029,42.48239990234375,0.0444892750064803,0.615649721939375,0.0274334191430585,-0.1103243067846196,2025-10-24T08:59:10Z,us_all
RUN,Sunrun Inc.,Technology,Solar,4.57,19.82,187.98,-0.0982798134181899,-1.6959665087410156,-0.19715999,-0.76005,104.10512723645394,,,-0.1893937370698406,1.5597702,0.0,0.0,19.49250001907349,17.390400066375733,0.0714934465787576,0.4483699734984614,-0.0158887638789448,0.172087514705534,2025-10-24T08:59:10Z,us_all
GMMF,iShares Government Money Market ETF,,,,100.45,1.41,,,,,,,,,,0.0,,100.31685333251951,100.08062423706056,0.0002368103498047,0.4573061807788496,0.0007970010564348,0.0030539468907619,2025-10-24T08:59:10Z,us_all
KARO,Karooooo Ltd.,Technology,Software - Application,1.42,46.0,3.42,0.0860651654460065,0.2864749065173996,0.26492,0.35198003,0.8502722927561973,24.864864,1.6358463157894738,0.3852470816408803,0.4745154,5.07,0.6857,52.08225002288818,52.41369987487793,0.0668913029735873,0.5940460990524831,0.0402532503428223,-0.1861288105548596,2025-10-24T08:59:10Z,us_all
EFSC,Enterprise Financial Services Corp,Financial Services,Banks - Regional,2.01,54.38,8.68,-0.0179937138411904,,0.38282,0.10917,,10.338403,0.7129933103448276,0.1035111439490263,1.0856025,2.28,0.2167,56.40300025939941,58.315993576049806,0.0332711573567401,0.6043715162522703,0.0244913186174755,-0.072330227584895,2025-10-24T08:59:10Z,us_all
PLTW,Roundhill PLTR WeeklyPay ETF,,,,44.89,14.36,,,,,,,,,,0.0,,44.82037162780762,42.45050659179688,0.0638755727144703,0.6472886388498202,0.01701714401573,0.0143968018294176,2025-10-24T08:59:10Z,us_all
THG,"The Hanover Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,6.24,174.43,38.6,0.0424750565942819,0.114966646832232,0.12536,0.19225,9.226518200482127,11.490777,4.005150575113279,0.1245998080709865,1.9469588,2.06,0.2339,177.9739990234375,176.12057708740235,0.0199589020799622,0.8975257033103604,0.035315747264526,-0.0076236648125839,2025-10-24T08:59:10Z,us_all
NCNO,"nCino, Inc.",Technology,Software - Application,3.0,25.94,47.84,0.1345398001859223,-0.0303095866652475,0.01447,-0.025559999,75.69390737991476,29.816092,,0.0189546205669508,2.8337338,0.0,0.0,25.683499813079838,28.10619976043701,0.0368184822519889,0.8578794837107544,0.0785863350084692,-0.0785079614359171,2025-10-24T08:59:10Z,us_all
WT,"WisdomTree, Inc.",Financial Services,Asset Management,1.81,12.32,32.34,0.2254845502600024,0.325318061578881,0.32497,0.14118,13.53545441985519,30.04878,0.994992715231788,0.0628059668995156,3.9614148,0.97,0.2927,13.296499872207642,13.57299997329712,0.030728196708868,0.9769812787162548,-0.0449612357253802,-0.1287129140246438,2025-10-24T08:59:10Z,us_all
CACI,CACI International Inc,Technology,Information Technology Services,12.91,584.57,155.35,0.1263724844095797,0.0885721590982848,0.09279,0.13142,15.531326057277486,25.84306,4.614832142857143,0.0302261298013293,3.1939006,0.0,0.0,518.9489974975586,499.22859924316407,0.0323607895003167,3.055184481363713,0.1280127151182237,0.2274693837376626,2025-10-24T08:59:10Z,us_all
CTS,CTS Corporation,Technology,Electronic Components,1.24,42.16,8.86,-0.0629535156661615,0.1526019461086465,0.17018999,0.11964,10.919538492294588,19.981043,0.6842822945205479,0.0696515600115459,2.2643538,0.38,0.0758,39.51649990081787,40.9274577331543,0.0314278796333749,0.8812333460220784,0.0280419793451947,0.0633039667369923,2025-10-24T08:59:10Z,us_all
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,0.71,14.14,4.22,0.1211514349400948,-0.4817822679878246,-0.10403,0.06227,,58.916668,,0.5831308184437434,3.1668532,0.0,0.0,14.21500005722046,13.98400001525879,0.0356486206432907,0.6531652360515021,0.0071225343120675,0.0253807383928879,2025-10-24T08:59:10Z,us_all
AGNCZ,AGNC Investment Corp.,Real Estate,REIT - Mortgage,,25.41,6.04,2.8764940239043826,,0.96411,0.07943,,,,0.0056176806909557,2.876387,0.056759953,,25.371900177001955,,0.0042755943036513,0.169580677060321,0.0027624188793491,0.0023668428023473,2025-10-24T08:59:10Z,us_all
SVV,"Savers Value Village, Inc.",Consumer Cyclical,Specialty Retail,2.05,13.2,15.56,0.024907865294361,0.0796207393940541,0.08367,0.080620006,16.085928596888934,66.0,0.66,0.0087084829109468,4.8440366,0.0,0.0,12.98600001335144,12.526000003814698,0.044204544318046,0.6433929601846509,0.0467882766575233,-0.0052751052060123,2025-10-24T08:59:10Z,us_all
MET,"MetLife, Inc.",Financial Services,Insurance - Life,51.99,78.17,219.57,0.0329350603317135,0.0935478060878119,0.05606,0.15508,9.637153342163357,13.2716465,,0.2180240649887493,1.8828433,2.9,0.3739,80.83449974060059,80.26520004272462,0.023255174203095,0.7767864771723961,0.0042394892931676,-0.0262830174692989,2025-10-24T08:59:10Z,us_all
RAYA,Erayak Power Solution Group Inc.,Industrials,Electrical Equipment & Parts,0.0,5.04,1.04,,,-0.00898,-0.0477,,,,,0.043592583,0.0,0.0,5.848749995231628,8.957100038528443,0.1432539800427428,0.1974465992847884,-0.04635759557856,-0.5227272953047888,2025-10-24T08:59:10Z,us_all
CFFN,"Capitol Federal Financial, Inc.",Financial Services,Banks - Regional,0.82,6.26,4.12,,,0.44347998,0.05929,,13.319149,0.13319149,0.0092657830705676,0.777833,5.43,0.72339994,6.280500030517578,6.332200012207031,0.0252167900559847,0.7748342356591034,0.0381426220681335,-0.020344231661973,2025-10-24T08:59:10Z,us_all
CMDY,iShares Bloomberg Roll Select Commodity Strategy ETF,,,,53.96,2.01,,,,,,,,,,3.83,,53.19179992675781,52.05384002685547,0.0115810855824981,0.5208053691275167,0.00699887993999,0.0269318783949461,2025-10-24T08:59:10Z,us_all
NEA,Nuveen AMT-Free Quality Municipal Income Fund,Financial Services,Asset Management,3.41,11.42,9.24,,,0.81762004,0.00266,,285.5,10.183489858509317,,0.98550224,7.15,21.9,11.324079704284667,11.127426300048828,0.0098847316265768,1.2363681300009268,-0.000874910639968,0.0139758996152903,2025-10-24T08:59:10Z,us_all
FNY,First Trust Mid Cap Growth AlphaDEX Fund,,,,92.87,1.57,,,,,,27.265385,,,,0.19,,92.43050041198732,90.05420043945313,0.021112440776077,0.830367734282325,0.0010780005080781,0.0314304953607198,2025-10-24T08:59:10Z,us_all
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,0.31,5.18,3.3,,,0.0,-0.65910006,,,,-0.1677211405423199,5.624321,0.0,0.0,5.3910000085830685,5.432200012207031,0.0567291910315317,0.5229106707340982,-0.0389610470034942,0.0464646521082656,2025-10-24T08:59:10Z,us_all
PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,,,,35.8,1.87,,,,,,,,,,12.92,,35.53424987792969,35.993280258178714,0.0078391954367938,0.1262553802008608,0.0074574191863332,0.0009786061235679,2025-10-24T08:59:10Z,us_all
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,11.32,155.72,181.67,0.0721019632658901,0.2394302335421079,0.25301,0.22941,18.082578406992905,24.95513,0.934649063670412,0.0363234930902815,5.322851,1.49,0.36220002,151.36549911499023,156.04862213134766,0.0176415503805304,0.7108417727757801,0.0181770546287387,0.0489727478741253,2025-10-24T08:59:10Z,us_all
XIFR,"XPLR Infrastructure, LP",Utilities,Utilities - Renewable,0.95,10.1,25.77,0.1410018552875696,-0.5222312045270816,0.23684,-0.063260004,18.70893626329114,1.4106146,0.0516708644688644,0.0361974181932611,0.29713747,35.59,5.8115,10.503000020980837,10.229200019836426,0.039144262267927,0.2633466744544318,-0.0222652027042621,0.0401648137786392,2025-10-24T08:59:10Z,us_all
RAVI,FlexShares Ultra-Short Income Fund,,,,75.57,3.26,,,,,,,,,,4.79,,75.45590553283691,75.24648849487305,0.0009641054429951,1.0024364775495995,0.0003971244232632,0.0040349487420814,2025-10-24T08:59:10Z,us_all
USHY,iShares Broad USD High Yield Corporate Bond ETF,,,,37.6,525.1,,,,,,11.033025,,,,6.74,,37.521508407592776,37.38997802734375,0.0035049489176941,0.8105915442935009,0.004005279255697,0.0041210611765638,2025-10-24T08:59:10Z,us_all
WGO,"Winnebago Industries, Inc.",Consumer Cyclical,Recreational Vehicles,1.11,39.39,26.88,-0.1481651244736013,0.0070391713472901,0.02586,0.020580001,12.87785949579832,43.285713,,-0.0340627619308934,0.9005693,3.55,1.4944999,32.7704999923706,33.84552787780762,0.0483625329070043,2.781584096021807,0.3138759169810907,0.1747688882699818,2025-10-24T08:59:10Z,us_all
PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,0.66,6.33,13.82,-0.1141518119184322,-0.1392878801511936,0.00541,-0.16855,3.2024280401289347,18.085714,,0.0469996523057327,0.7987381,0.0,0.0,5.480499982833862,5.11,0.05769578486278,0.9984197146325264,0.236328137732926,0.2034219863620952,2025-10-24T08:59:10Z,us_all
AVGE,Avantis All Equity Markets ETF,,,,83.89,1.73,,,,,,18.386763,,,,1.75,,83.31894989013672,82.49637985229492,0.011646198145471,0.542110358180058,0.013800916950905,0.0158633752669778,2025-10-24T08:59:10Z,us_all
LABU,Direxion Daily S&P Biotech Bull 3X Shares,,,,114.4,122.3,,,,,,,,,,0.46,,107.21149940490724,88.63438720703125,0.063954789778696,0.5457360280257995,-0.0141330521950123,0.3868348222630344,2025-10-24T08:59:10Z,us_all
CCII,Cohen Circle Acquisition Corp. II,Financial Services,Shell Companies,0.36,10.33,1.13,,,0.0,,,,,,-2582.4998,0.0,,10.24025001525879,,0.00539344967782,1.6311569301260025,0.0038872655006136,0.0197433175721315,2025-10-24T08:59:10Z,us_all
GEOS,Geospace Technologies Corporation,Energy,Oil & Gas Equipment & Services,0.34,26.3,6.16,0.0890618348874379,-0.0077730746924961,-0.17095,-0.099530004,37.85445862654696,65.75,,-0.0866195758741458,2.508106,0.0,0.0,22.01749982833862,19.78439994812012,0.0796306421855509,2.208934825318185,0.2324273218841173,0.3169754702732017,2025-10-24T08:59:10Z,us_all
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,3.61,185.25,25.75,0.2727736570358072,-0.1826701637666325,0.20409,-0.094610006,171.88689699918896,30.97826,,0.0112513040695803,4.3401356,0.0,0.0,181.0620018005371,170.19720092773437,0.0276884568410961,0.4151228461455448,0.0247828490438419,0.1108779449642287,2025-10-24T08:59:10Z,us_all
EWC,iShares MSCI Canada ETF,,,4.79,50.58,71.77,,,,,,19.849106,,,1.5613521,1.69,,50.58349990844727,49.60579978942871,0.012935676099956,0.5752181205688753,-0.0007901442448448,0.0105894625788862,2025-10-24T08:59:10Z,us_all
WCMI,First Trust WCM International Equity ETF,,,,16.61,6.13,,,,,,19.547176,,,,2.51,,16.798099994659424,16.34523998260498,0.0156274299131835,0.2536860364267129,-0.0043159453072727,0.005447950974214,2025-10-24T08:59:10Z,us_all
AAOI,"Applied Optoelectronics, Inc.",Technology,Communication Equipment,1.96,31.4,157.6,0.145736654935078,-0.130167584111147,-0.15517999,-0.50932,,43.0137,,-0.1161362832381062,4.572593,0.0,0.0,30.067000102996825,27.349500045776367,0.1201228268319804,0.7851810231979869,0.0083493973660213,0.1921032436078114,2025-10-24T08:59:10Z,us_all
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,,,,76.11,3.19,,,,,,11.983616,,,,3.03,,75.428999710083,74.4295004272461,0.0143401598396591,0.5298329355608592,0.0014473764519942,0.0250505132707281,2025-10-24T08:59:10Z,us_all
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,195.43,551.3,1510.91,0.1723726505804241,0.2879934390377255,0.30326,0.16902,54.99213272854805,73.01987,2.9207948,0.0105988974221187,11.535645,0.0,0.0,453.0530029296875,456.8430004882812,0.0320864888633177,1.463018607001662,0.2684643918518303,0.2583310370153457,2025-10-24T08:59:10Z,us_all
ABL,"Abacus Global Management, Inc.",Financial Services,Insurance - Life,0.53,5.55,3.84,0.6855623531479755,0.2079732079622387,0.40537,-0.00379,15.48402472256106,6.851852,0.4030027055640513,-0.1576211376499306,1.2232753,0.0,0.0,5.813999962806702,6.241999979019165,0.0614671857862322,1.1787146418120733,-0.0263157234297543,-0.0463917479317598,2025-10-24T08:59:10Z,us_all
EEM,iShares MSCI Emerging Markets ETF,,,41.19,54.74,1517.66,,,,,,14.598314,,,1.0414963,2.22,,53.85900001525879,52.26759979248047,0.0156975862846754,0.7066073336669687,0.010149530645803,0.0365461135199267,2025-10-24T08:59:10Z,us_all
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,8.84,18.47,225.08,-0.0363541312267133,0.0303392864940395,0.11688,0.096540004,8.344866216151944,10.435028,1.1267925609785456,0.0694895579707817,0.99093294,7.58,0.791,18.588500022888184,18.836800117492675,0.021888770015009,0.7016921933768824,0.0109468445856459,0.0215707627928183,2025-10-24T08:59:10Z,us_all
NMM,Navios Maritime Partners L.P.,Industrials,Marine Shipping,1.36,46.67,5.21,0.020795186125218,0.0034098937492433,0.28041,0.09928001,5.547567657313631,4.6576843,,-0.1107555833349339,0.4347421,0.43,0.02,45.07499980926514,46.31339973449707,0.0256665415690971,1.627886164310005,0.0511260487624829,-0.0207721712470914,2025-10-24T08:59:10Z,us_all
ONEW,OneWater Marine Inc.,Consumer Cyclical,Specialty Retail,0.26,15.98,1.62,-0.0845319189592576,0.0274684450860141,0.055949997,-0.034479998,15.1065532610918,5.810909,,0.0803643489242747,0.662933,0.0,0.0,15.453500032424929,16.05159996032715,0.0444752287991441,1.826875677807355,0.0674682202532772,0.0037688106567113,2025-10-24T08:59:10Z,us_all
BLV,Vanguard Long-Term Bond Fund,,,,72.19,52.38,,,,,,,,,,4.56,,71.31527938842774,70.30678649902343,0.0057784135111464,1.342852614241708,0.0018041200002372,0.0273788153244578,2025-10-24T08:59:10Z,us_all
CVLT,"Commvault Systems, Inc.",Technology,Software - Application,7.47,168.03,101.1,0.1863241691659309,0.0763596647434527,0.08789,0.25079,71.44097648071418,93.35,3.4832089552238803,0.0265610309543035,20.503967,0.0,0.0,177.35399932861327,180.88199920654296,0.0403541986052687,0.9483367542817256,-0.0157568089396196,-0.0958351157423182,2025-10-24T08:59:10Z,us_all
UUP,Invesco DB US Dollar Index Bullish Fund,,,,27.91,27.36,,,,,,,,,,4.79,,27.75500011444092,27.55219997406006,0.0043507211246189,0.5112854039389273,0.0068542762901901,0.007581194176486,2025-10-24T08:59:10Z,us_all
AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Auto Parts,3.3,55.0,93.41,-0.0124603176757709,-0.1062834267443255,0.02836,-0.24781,23.23146785472408,20.446096,,-0.0523635379510548,1.4979438,1.82,1.2658,56.2277379989624,58.12656623840332,0.0498961015181107,1.304863652287574,0.0266940510233741,-0.076138810369294,2025-10-24T08:59:10Z,us_all
ENPH,"Enphase Energy, Inc.",Technology,Solar,4.72,35.64,223.07,-0.4192460579032698,0.1170207098217386,0.111049995,0.19795,16.5459024194221,27.627907,11.100002812374449,0.0854640944134016,5.2909737,0.0,0.0,36.46350021362305,37.00660034179688,0.0552148692339247,0.8895847895987697,-0.0511182618062387,-0.0388350153801837,2025-10-24T08:59:10Z,us_all
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials,7.9,31.98,81.21,-0.0285054816459623,0.0644074947570036,0.06082,0.07345,7.557578719187982,26.213114,,0.0359478993615566,1.8829488,1.03,0.26790002,30.29399995803833,27.390115089416504,0.0536495999603296,0.6321891133049543,0.0152380807059151,0.0967078089705302,2025-10-24T08:59:10Z,us_all
BP,BP p.l.c.,Energy,Oil & Gas Integrated,89.69,35.0,211.04,-0.0996763908056916,0.0687634691054905,0.09129,0.020510001,22.22726800549219,140.0,,0.0141328302598113,9.244585,5.71,7.5828996,34.0620002746582,34.312019958496094,0.0195306116220902,1.4057593294519872,0.0677242618479054,-0.0073737474166135,2025-10-24T08:59:10Z,us_all
XPRO,Expro Group Holdings N.V.,Energy,Oil & Gas Equipment & Services,1.56,13.53,16.66,0.1322334481783014,0.0603233284507163,0.08151,0.04596,4.819238401756421,22.55,,0.0723814880568001,1.0238365,0.0,0.0,12.61299991607666,12.270799980163574,0.0489916583049401,1.6742939516374638,0.0695652285358061,0.101791533158084,2025-10-24T08:59:10Z,us_all
DCRE,Doubleline Commercial Real Estate ETF,,,,52.17,1.21,,,,,,,,,,5.02,,51.98652286529541,51.85277084350586,0.0016826806867529,1.1960276338514682,0.0015357653316008,0.0071762137049531,2025-10-24T08:59:10Z,us_all
ANIX,"Anixa Biosciences, Inc.",Healthcare,Biotechnology,0.14,4.18,1.21,-1.0,,0.0,-0.62152,,,,-0.0567613111983955,8.26087,0.0,0.0,3.980999982357025,3.462799997329712,0.0972317043270529,0.3809326995935799,-0.0500000596046434,0.2366862978731088,2025-10-24T08:59:10Z,us_all
LQDT,"Liquidity Services, Inc.",Consumer Cyclical,Internet Retail,0.77,24.56,4.03,0.1553637641432033,0.0673973379619684,0.08998,0.14001,16.43591765146249,29.59036,1.40238672985782,0.0685627437403262,3.6760962,0.0,0.0,25.140499877929688,26.15319995880127,0.0360923577901652,0.6771595900439239,0.050470502460749,-0.1029948787896625,2025-10-24T08:59:10Z,us_all
RANI,"Rani Therapeutics Holdings, Inc.",Healthcare,Biotechnology,0.15,2.09,91.78,,-41.0625,-37.9675,,,,,-0.2895757832444006,-14.718308,0.0,0.0,0.9289499878883362,0.6820399963855743,0.2280587899009927,0.4615560303854171,3.4373672539032025,3.3632565862354458,2025-10-24T08:59:10Z,us_all
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,68.24,69.89,355.56,0.0493950513072289,0.2692861428106066,0.29912,0.241,29.018578769187805,43.40994,1.973179090909091,0.0272299447110238,9.489477,0.0,0.0,68.37350044250488,65.60300003051758,0.0197248770724458,0.5981259545660939,-0.0038484073313519,0.0820560977280726,2025-10-24T08:59:10Z,us_all
TECS,Direxion Daily Technology Bear 3X Shares,,,,17.74,51.63,,,,,,,,,,6.67,,18.64749994277954,21.01804809570313,0.0612820156912219,1.0757040559671234,-0.0477723794815144,-0.1204759690621811,2025-10-24T08:59:10Z,us_all
BLW,BlackRock Limited Duration Income Trust,Financial Services,Asset Management,0.54,13.85,1.43,,,0.91476995,0.09884,,9.964029,0.3832318846153846,,0.99034685,9.81,0.97730005,13.867819356918336,13.90703468322754,0.0100195116152806,0.880831520425429,0.0058097255661999,-0.013219513805965,2025-10-24T08:59:10Z,us_all
PDI,PIMCO Dynamic Income Fund,Financial Services,Asset Management,7.31,18.62,68.23,,,0.0,,,7.923405,,,,14.21,1.1259999,19.31279382705689,19.296588516235357,0.0219332790630186,0.8435295064765655,-0.0352330790004069,-0.0456176934673071,2025-10-24T08:59:10Z,us_all
IMKTA,"Ingles Markets, Incorporated",Consumer Defensive,Grocery Stores,1.38,72.62,6.92,-0.0429631215806246,0.0151237649327382,0.02451,0.03585,6.712260451436236,24.36913,,0.0051826632696231,0.8654305,0.91,0.2215,71.82219314575195,69.50334602355957,0.024926157312274,0.6235565819861432,-0.0117038727689499,0.0837627816890302,2025-10-24T08:59:10Z,us_all
HSHP,Himalaya Shipping Ltd.,Industrials,Marine Shipping,0.38,8.06,1.0,2.364002613240418,0.4789757189027927,0.45485002,0.04008,12.089991884777636,53.733334,,0.0338726338614696,2.3553479,5.58,2.9332998,8.140000009536744,8.084599990844726,0.0285359810296913,0.4497726998431025,-0.0037082487522073,-0.0627906904535209,2025-10-24T08:59:10Z,us_all
GRIN,VictoryShares International Free Cash Flow Growth ETF,,,,27.28,1.05,,,,,,25.63107,,,,0.0,,27.399119472503664,26.860546798706054,0.0139086656970601,14.01303780964798,-0.0083953842647304,0.0153144565477385,2025-10-24T08:59:10Z,us_all
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,49.11,12.34,1688.49,0.0499514731172421,0.0158758434547908,0.010720001,0.07152,21.178047145433865,15.820514,,0.0559379601097668,1.0900097,4.86,0.9615,12.021000051498412,11.793999977111817,0.0277263360151181,3.5020159069096266,0.0511073588728512,0.0619621578416362,2025-10-24T08:59:10Z,us_all
ASPN,"Aspen Aerogels, Inc.",Industrials,Building Products & Equipment,0.67,8.15,16.6,0.8963756398763394,-0.6858009693460062,0.009459999,-0.75469,12.753703538989184,16.3,,-0.0048730176126991,2.1710174,0.0,0.0,7.910500049591064,7.262400026321411,0.0812269695164217,0.5766229176687707,-0.0192540063787152,0.1863172859233643,2025-10-24T08:59:10Z,us_all
