Ticker,Name,Sector,Industry,MktCap($B),Price,DollarVol($M),RevYoY,OpMarginTTM,OperatingMargins(info),ROE(info),EV_EBITDA,PE,PEG,FCF_Yield,PB,DivYield,PayoutRatio,SMA20,SMA50,ATR_PCT,RVOL,RET5,RET20,CreatedAtUTC,Source
BRLS,Borealis Foods Inc.,Consumer Defensive,Packaged Foods,0.07,3.42,1.03,-0.07724116964206862,-0.5096437343849405,-0.46687,-53.02437,,,,-0.06764870227780484,-7.9906545,0.0,0.0,3.233400011062622,2.9473800039291382,0.11378446263799695,0.05097312326227989,0.027027073468436136,0.4430380765555053,2025-10-24T08:59:10Z,us_all
ACSG,American Century ETF Trust - American Century Small Cap Growth Insights ETF,,,,40.96,0.92,,,,,,,,,,0.0,,,,,0.026785714285714284,0.014641845238432705,,2025-10-24T08:59:10Z,us_all
WCME,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
APA,APA Corporation,Energy,Oil & Gas E&P,8.81,24.62,172.15,0.17610822563111483,,0.37546003,0.20436001,2.4549141588349888,8.519032,0.5875194482758621,0.10930329592395495,1.4958383,4.06,0.346,23.47675676345825,22.811645851135253,0.04444200741209775,1.5149948478562292,0.0824190863081058,0.022828184922806694,2025-10-24T08:59:10Z,us_all
SOR,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
FNGO,MicroSectors FANG+ Index 2X Leveraged ETN,,,,126.93,1.84,,,,,,41.962883,,,,,,125.43439903259278,121.72188003540039,0.03492760082818453,0.469127285270783,0.03882474483768661,0.01709931894206229,2025-10-24T08:59:10Z,us_all
EXPO,"Exponent, Inc.",Industrials,Engineering & Construction,3.48,68.96,23.32,0.04051672423365127,0.20464966084700828,0.12928,0.25052,26.7341909470305,34.653267,9.744348085920345,0.03630143768090949,8.141676,1.74,0.5829,67.81449928283692,69.32905044555665,0.020788448750080506,0.5948614847884576,0.0104029169886104,-0.005049754529643624,2025-10-24T08:59:10Z,us_all
GURE,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
PLXS,Plexus Corp.,Technology,Electronic Components,4.04,149.86,29.71,-0.059254139545709905,0.05046173216577987,0.050180003,0.1244,13.705587321144566,23.939297,0.9242971814671814,0.06414005870313581,2.7714899,0.0,0.0,145.76250228881835,140.69899993896485,0.04052828731359159,1.4858526252080497,-0.003060182886201024,0.06328932889478045,2025-10-24T08:59:10Z,us_all
BABX,GraniteShares 2x Long BABA Daily ETF,,,,51.29,91.85,,,,,,,,,,0.0,,53.544849967956544,43.77973987579346,0.08755131931192106,1.1365451306479626,0.07737866121995318,-0.07059249873874451,2025-10-24T08:59:10Z,us_all
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,54.87,293.28,311.92,0.09815129512333276,0.10106208768071866,0.12827,0.08926,16.664451250864722,32.768715,1.2091776752767527,0.03254567847214787,2.8435411,1.64,0.5274,295.40100250244143,284.4211669921875,0.024055514949720157,0.6053198190998241,0.03162260355328117,0.013967669344920886,2025-10-24T08:59:10Z,us_all
SUIG,SUI Group Holdings Limited,Financial Services,Credit Services,0.27,3.29,5.01,0.7661975093203759,,0.66649,0.07575,,13.708333,0.16456582232893158,-0.012273228071834695,0.9847351,0.0,0.0,3.7579999685287477,4.764799995422363,0.1151975644242621,1.5836170296665308,0.07516340633149388,-0.14987078575126744,2025-10-24T08:59:10Z,us_all
AMPX,"Amprius Technologies, Inc.",Industrials,Electrical Equipment & Parts,1.46,11.66,117.32,1.6808099192355819,-0.8928046657775166,-0.45218,-0.53616,,,,-0.023121815098270628,19.021208,0.0,0.0,12.341499996185302,9.958800039291383,0.13544473776246083,0.4035974937400647,-0.08763692558377667,0.05329721489186179,2025-10-24T08:59:10Z,us_all
IBDV,iShares iBonds Dec 2030 Term Corporate ETF,,,,22.21,12.1,,,,,,,,,,4.56,,22.14006128311157,22.0556787109375,0.003013437981391775,0.42894507410636445,-0.00089970572089626,0.009213976206184027,2025-10-24T08:59:10Z,us_all
LNZA,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
AVXC,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
IBGL,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
AIP,"Arteris, Inc.",Technology,Semiconductors,0.59,13.83,12.29,0.07561584615957972,-0.4898633689670441,-0.49982,,,,,-0.0031327761512136977,-78.13559,0.0,0.0,12.49049997329712,10.622999992370605,0.09580622480498537,0.7368492102776403,-0.019148968117653875,0.40548777532984137,2025-10-24T08:59:10Z,us_all
PMN,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
ITEQ,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
FLRN,SPDR Bloomberg Investment Grade Floating Rate ETF,,,,30.83,28.1,,,,,,,,,,5.05,,30.766906356811525,30.681915740966797,0.0008340772576333783,0.8285471351381003,0.00260162353515625,0.004034325182586063,2025-10-24T08:59:10Z,us_all
SSXU,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
MCW,"Mister Car Wash, Inc.",Consumer Cyclical,Auto & Truck Dealerships,1.69,5.15,8.0,0.07297938666983073,0.18344213349526844,0.20656,0.08623,12.119294089437501,19.807693,0.7336182592592593,-0.004633938755628912,1.57348,0.0,0.0,5.0695000171661375,5.386800012588501,0.03976422367188652,1.0857409583286388,0.07740583040140003,-0.033771075218602564,2025-10-24T08:59:10Z,us_all
SPRY,"ARS Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.95,9.65,23.67,2970.633333333333,-0.528240415171935,-3.0294602,-0.23562999,,,,-0.06781431715590304,4.9512568,0.0,0.0,10.343000030517578,11.079799957275391,0.05801626755265532,0.39008443677228566,-0.04549951075845593,0.011530362381246828,2025-10-24T08:59:10Z,us_all
GPT,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
NEOV,NeoVolta Inc.,Industrials,Electrical Equipment & Parts,0.14,4.19,1.53,2.1858622373984526,-0.5596632662203543,-0.3015,-1.34164,,419.0,,-0.03037819443309603,49.294117,0.0,0.0,4.87449996471405,4.534199981689453,0.12954312774184412,1.8967833932048153,-0.02784220119541192,-0.15863452988500282,2025-10-24T08:59:10Z,us_all
LCNB,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products & Equipment,0.84,38.95,9.95,-0.039485031850280405,0.06079500036334569,0.087349996,0.088290006,6.769926164960867,18.907768,0.09319576205408167,0.05726711794156359,1.675413,2.67,0.5,41.160999870300294,42.48239990234375,0.04448927500648037,0.615649721939375,0.027433419143058524,-0.11032430678461969,2025-10-24T08:59:10Z,us_all
RUN,Sunrun Inc.,Technology,Solar,4.57,19.82,187.98,-0.09827981341818992,-1.6959665087410156,-0.19715999,-0.76005,104.10512723645394,,,-0.1893937370698406,1.5597702,0.0,0.0,19.492500019073486,17.390400066375733,0.0714934465787576,0.4483699734984614,-0.01588876387894489,0.17208751470553407,2025-10-24T08:59:10Z,us_all
GMMF,iShares Government Money Market ETF,,,,100.45,1.41,,,,,,,,,,0.0,,100.31685333251953,100.08062423706055,0.00023681034980474727,0.4573061807788496,0.0007970010564348762,0.0030539468907619938,2025-10-24T08:59:10Z,us_all
INTZ,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
KARO,Karooooo Ltd.,Technology,Software - Application,1.42,46.0,3.42,0.08606516544600651,0.28647490651739965,0.26492,0.35198003,0.8502722927561973,24.864864,1.6358463157894738,0.38524708164088034,0.4745154,5.07,0.6857,52.08225002288818,52.41369987487793,0.06689130297358732,0.5940460990524831,0.040253250342822344,-0.18612881055485964,2025-10-24T08:59:10Z,us_all
BTMD,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
EFSC,Enterprise Financial Services Corp,Financial Services,Banks - Regional,2.01,54.38,8.68,-0.017993713841190417,,0.38282,0.10917,,10.338403,0.7129933103448276,0.10351114394902632,1.0856025,2.28,0.2167,56.40300025939941,58.315993576049806,0.03327115735674014,0.6043715162522703,0.024491318617475555,-0.07233022758489505,2025-10-24T08:59:10Z,us_all
PLTW,Roundhill PLTR WeeklyPay ETF,,,,44.89,14.36,,,,,,,,,,0.0,,44.82037162780762,42.450506591796874,0.0638755727144703,0.6472886388498202,0.017017144015730068,0.014396801829417605,2025-10-24T08:59:10Z,us_all
THG,"The Hanover Insurance Group, Inc.",Financial Services,Insurance - Property & Casualty,6.24,174.43,38.6,0.04247505659428197,0.114966646832232,0.12536,0.19225,9.226518200482127,11.490777,4.005150575113279,0.12459980807098656,1.9469588,2.06,0.2339,177.9739990234375,176.12057708740235,0.0199589020799622,0.8975257033103604,0.03531574726452602,-0.007623664812583919,2025-10-24T08:59:10Z,us_all
NCNO,"nCino, Inc.",Technology,Software - Application,3.0,25.94,47.84,0.13453980018592238,-0.03030958666524753,0.01447,-0.025559999,75.69390737991476,29.816092,,0.018954620566950867,2.8337338,0.0,0.0,25.683499813079834,28.10619976043701,0.036818482251988985,0.8578794837107544,0.07858633500846923,-0.0785079614359171,2025-10-24T08:59:10Z,us_all
WT,"WisdomTree, Inc.",Financial Services,Asset Management,1.81,12.32,32.34,0.22548455026000247,0.32531806157888105,0.32497,0.14118,13.53545441985519,30.04878,0.9949927152317881,0.06280596689951568,3.9614148,0.97,0.2927,13.296499872207642,13.572999973297119,0.030728196708868085,0.9769812787162548,-0.044961235725380244,-0.1287129140246438,2025-10-24T08:59:10Z,us_all
CACI,CACI International Inc,Technology,Information Technology Services,12.91,584.57,155.35,0.1263724844095797,0.08857215909828481,0.09279,0.13142,15.531326057277486,25.84306,4.614832142857143,0.030226129801329358,3.1939006,0.0,0.0,518.9489974975586,499.22859924316407,0.0323607895003167,3.0551844813637135,0.12801271511822376,0.22746938373766268,2025-10-24T08:59:10Z,us_all
CTS,CTS Corporation,Technology,Electronic Components,1.24,42.16,8.86,-0.06295351566616159,0.15260194610864652,0.17018999,0.11964,10.919538492294588,19.981043,0.6842822945205479,0.06965156001154595,2.2643538,0.38,0.0758,39.51649990081787,40.9274577331543,0.031427879633374914,0.8812333460220784,0.0280419793451947,0.06330396673699235,2025-10-24T08:59:10Z,us_all
TBPH,"Theravance Biopharma, Inc.",Healthcare,Biotechnology,0.71,14.14,4.22,0.12115143494009484,-0.48178226798782464,-0.10403,0.06227,,58.916668,,0.5831308184437434,3.1668532,0.0,0.0,14.21500005722046,13.98400001525879,0.03564862064329079,0.6531652360515021,0.007122534312067552,0.025380738392887903,2025-10-24T08:59:10Z,us_all
AGNCZ,AGNC Investment Corp.,Real Estate,REIT - Mortgage,,25.41,6.04,2.8764940239043826,,0.96411,0.07943,,,,0.005617680690955736,2.876387,0.056759953,,25.371900177001955,,0.004275594303651319,0.16958067706032107,0.0027624188793491378,0.0023668428023473354,2025-10-24T08:59:10Z,us_all
SVV,"Savers Value Village, Inc.",Consumer Cyclical,Specialty Retail,2.05,13.2,15.56,0.024907865294361065,0.07962073939405417,0.08367,0.080620006,16.085928596888934,66.0,0.66,0.008708482910946898,4.8440366,0.0,0.0,12.98600001335144,12.526000003814698,0.04420454431804602,0.6433929601846509,0.04678827665752339,-0.005275105206012376,2025-10-24T08:59:10Z,us_all
MET,"MetLife, Inc.",Financial Services,Insurance - Life,51.99,78.17,219.57,0.03293506033171356,0.09354780608781191,0.05606,0.15508,9.637153342163355,13.2716465,,0.21802406498874935,1.8828433,2.9,0.3739,80.83449974060059,80.26520004272462,0.02325517420309502,0.7767864771723961,0.004239489293167642,-0.026283017469298953,2025-10-24T08:59:10Z,us_all
PSNYW,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
AIEQ,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
RWX,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
MDRR,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
RTRE,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
JHCB,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
RAYA,Erayak Power Solution Group Inc.,Industrials,Electrical Equipment & Parts,0.0,5.04,1.04,,,-0.00898,-0.0477,,,,,0.043592583,0.0,0.0,5.848749995231628,8.957100038528443,0.14325398004274287,0.19744659928478842,-0.04635759557856001,-0.5227272953047888,2025-10-24T08:59:10Z,us_all
CFFN,"Capitol Federal Financial, Inc.",Financial Services,Banks - Regional,0.82,6.26,4.12,,,0.44347998,0.05929,,13.319149,0.13319149,0.009265783070567636,0.777833,5.43,0.72339994,6.280500030517578,6.332200012207031,0.02521679005598473,0.7748342356591034,0.03814262206813357,-0.020344231661973078,2025-10-24T08:59:10Z,us_all
GEW,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
CMDY,iShares Bloomberg Roll Select Commodity Strategy ETF,,,,53.96,2.01,,,,,,,,,,3.83,,53.19179992675781,52.05384002685547,0.011581085582498199,0.5208053691275167,0.006998879939990044,0.02693187839494615,2025-10-24T08:59:10Z,us_all
NEA,Nuveen AMT-Free Quality Municipal Income Fund,Financial Services,Asset Management,3.41,11.42,9.24,,,0.81762004,0.00266,,285.5,10.183489858509317,,0.98550224,7.15,21.9,11.324079704284667,11.127426300048828,0.009884731626576835,1.2363681300009268,-0.0008749106399680295,0.013975899615290333,2025-10-24T08:59:10Z,us_all
SBDS,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
FNY,First Trust Mid Cap Growth AlphaDEX Fund,,,,92.87,1.57,,,,,,27.265385,,,,0.19,,92.43050041198731,90.05420043945313,0.02111244077607707,0.830367734282325,0.0010780005080781585,0.031430495360719846,2025-10-24T08:59:10Z,us_all
HWCPZ,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
MYSEW,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
ALDX,"Aldeyra Therapeutics, Inc.",Healthcare,Biotechnology,0.31,5.18,3.3,,,0.0,-0.65910006,,,,-0.16772114054231996,5.624321,0.0,0.0,5.3910000085830685,5.432200012207031,0.05672919103153176,0.5229106707340982,-0.03896104700349423,0.04646465210826567,2025-10-24T08:59:10Z,us_all
EHY,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF,,,,35.8,1.87,,,,,,,,,,12.92,,35.53424987792969,35.993280258178714,0.007839195436793883,0.12625538020086083,0.007457419186333247,0.0009786061235679266,2025-10-24T08:59:10Z,us_all
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,11.32,155.72,181.67,0.07210196326589013,0.23943023354210793,0.25301,0.22941,18.082578406992905,24.95513,0.9346490636704119,0.03632349309028156,5.322851,1.49,0.36220002,151.36549911499023,156.04862213134766,0.017641550380530432,0.7108417727757801,0.018177054628738754,0.04897274787412531,2025-10-24T08:59:10Z,us_all
XIFR,"XPLR Infrastructure, LP",Utilities,Utilities - Renewable,0.95,10.1,25.77,0.1410018552875696,-0.5222312045270816,0.23684,-0.063260004,18.70893626329114,1.4106146,0.051670864468864465,0.03619741819326114,0.29713747,35.59,5.8115,10.503000020980835,10.229200019836426,0.039144262267927006,0.2633466744544318,-0.022265202704262133,0.04016481377863923,2025-10-24T08:59:10Z,us_all
RAVI,FlexShares Ultra-Short Income Fund,,,,75.57,3.26,,,,,,,,,,4.79,,75.45590553283691,75.24648849487305,0.0009641054429951799,1.0024364775495997,0.0003971244232632287,0.0040349487420814345,2025-10-24T08:59:10Z,us_all
DMCY,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
USHY,iShares Broad USD High Yield Corporate Bond ETF,,,,37.6,525.1,,,,,,11.033025,,,,6.74,,37.521508407592776,37.38997802734375,0.003504948917694106,0.8105915442935009,0.004005279255697047,0.004121061176563856,2025-10-24T08:59:10Z,us_all
WRAP,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
LANDM,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
ICON,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
HVT-A,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
WGO,"Winnebago Industries, Inc.",Consumer Cyclical,Recreational Vehicles,1.11,39.39,26.88,-0.1481651244736013,0.0070391713472901015,0.02586,0.020580001,12.877859495798319,43.285713,,-0.03406276193089347,0.9005693,3.55,1.4944999,32.7704999923706,33.84552787780762,0.048362532907004395,2.781584096021807,0.31387591698109074,0.17476888826998183,2025-10-24T08:59:10Z,us_all
PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,0.66,6.33,13.82,-0.11415181191843227,-0.13928788015119362,0.00541,-0.16855,3.2024280401289347,18.085714,,0.04699965230573273,0.7987381,0.0,0.0,5.480499982833862,5.11,0.057695784862780014,0.9984197146325264,0.23632813773292605,0.2034219863620952,2025-10-24T08:59:10Z,us_all
EPSV,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
AVGE,Avantis All Equity Markets ETF,,,,83.89,1.73,,,,,,18.386763,,,,1.75,,83.31894989013672,82.49637985229492,0.011646198145471038,0.542110358180058,0.013800916950905018,0.015863375266977897,2025-10-24T08:59:10Z,us_all
LITL,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
LABU,Direxion Daily S&P Biotech Bull 3X Shares,,,,114.4,122.3,,,,,,,,,,0.46,,107.21149940490723,88.63438720703125,0.06395478977869602,0.5457360280257995,-0.014133052195012374,0.38683482226303445,2025-10-24T08:59:10Z,us_all
CCII,Cohen Circle Acquisition Corp. II,Financial Services,Shell Companies,0.36,10.33,1.13,,,0.0,,,,,,-2582.4998,0.0,,10.24025001525879,,0.005393449677820035,1.6311569301260023,0.0038872655006136903,0.019743317572131547,2025-10-24T08:59:10Z,us_all
GEOS,Geospace Technologies Corporation,Energy,Oil & Gas Equipment & Services,0.34,26.3,6.16,0.08906183488743791,-0.007773074692496126,-0.17095,-0.099530004,37.85445862654696,65.75,,-0.08661957587414584,2.508106,0.0,0.0,22.01749982833862,19.784399948120118,0.07963064218555099,2.2089348253181855,0.2324273218841173,0.3169754702732017,2025-10-24T08:59:10Z,us_all
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,Biotechnology,3.61,185.25,25.75,0.27277365703580725,-0.18267016376663256,0.20409,-0.094610006,171.88689699918896,30.97826,,0.011251304069580375,4.3401356,0.0,0.0,181.0620018005371,170.19720092773437,0.02768845684109613,0.4151228461455448,0.02478284904384198,0.11087794496422876,2025-10-24T08:59:10Z,us_all
EWC,iShares MSCI Canada ETF,,,4.79,50.58,71.77,,,,,,19.849106,,,1.5613521,1.69,,50.583499908447266,49.60579978942871,0.012935676099956054,0.5752181205688753,-0.0007901442448448037,0.010589462578886266,2025-10-24T08:59:10Z,us_all
WCMI,First Trust WCM International Equity ETF,,,,16.61,6.13,,,,,,19.547176,,,,2.51,,16.798099994659424,16.34523998260498,0.01562742991318357,0.25368603642671295,-0.0043159453072727505,0.005447950974214022,2025-10-24T08:59:10Z,us_all
CPAI,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
AAOI,"Applied Optoelectronics, Inc.",Technology,Communication Equipment,1.96,31.4,157.6,0.14573665493507804,-0.130167584111147,-0.15517999,-0.50932,,43.0137,,-0.11613628323810628,4.572593,0.0,0.0,30.067000102996825,27.349500045776367,0.1201228268319804,0.7851810231979869,0.00834939736602136,0.1921032436078114,2025-10-24T08:59:10Z,us_all
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,,,,76.11,3.19,,,,,,11.983616,,,,3.03,,75.428999710083,74.4295004272461,0.014340159839659132,0.5298329355608592,0.00144737645199422,0.02505051327072816,2025-10-24T08:59:10Z,us_all
ONCO,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
XIDV,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
SGRP,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
CNTB,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
EURKU,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
MOGU,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
BOBP,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,195.43,551.3,1510.91,0.17237265058042417,0.2879934390377255,0.30326,0.16902,54.99213272854805,73.01987,2.9207948,0.010598897422118761,11.535645,0.0,0.0,453.0530029296875,456.84300048828123,0.03208648886331773,1.463018607001662,0.26846439185183035,0.25833103701534577,2025-10-24T08:59:10Z,us_all
ABL,"Abacus Global Management, Inc.",Financial Services,Insurance - Life,0.53,5.55,3.84,0.6855623531479755,0.2079732079622387,0.40537,-0.00379,15.484024722561061,6.851852,0.4030027055640513,-0.1576211376499306,1.2232753,0.0,0.0,5.813999962806702,6.241999979019165,0.061467185786232274,1.1787146418120733,-0.0263157234297543,-0.04639174793175982,2025-10-24T08:59:10Z,us_all
EEM,iShares MSCI Emerging Markets ETF,,,41.19,54.74,1517.66,,,,,,14.598314,,,1.0414963,2.22,,53.859000015258786,52.26759979248047,0.015697586284675425,0.7066073336669687,0.01014953064580304,0.03654611351992676,2025-10-24T08:59:10Z,us_all
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,8.84,18.47,225.08,-0.03635413122671338,0.030339286494039563,0.11688,0.096540004,8.344866216151944,10.435028,1.1267925609785456,0.06948955797078171,0.99093294,7.58,0.791,18.588500022888184,18.836800117492675,0.02188877001500903,0.7016921933768824,0.010946844585645987,0.021570762792818332,2025-10-24T08:59:10Z,us_all
MIDE,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
DVUT,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
NMM,Navios Maritime Partners L.P.,Industrials,Marine Shipping,1.36,46.67,5.21,0.020795186125218024,0.00340989374924331,0.28041,0.09928001,5.547567657313631,4.6576843,,-0.11075558333493399,0.4347421,0.43,0.02,45.07499980926514,46.31339973449707,0.025666541569097177,1.6278861643100053,0.051126048762482945,-0.02077217124709141,2025-10-24T08:59:10Z,us_all
ONEW,OneWater Marine Inc.,Consumer Cyclical,Specialty Retail,0.26,15.98,1.62,-0.0845319189592576,0.027468445086014166,0.055949997,-0.034479998,15.1065532610918,5.810909,,0.08036434892427474,0.662933,0.0,0.0,15.453500032424927,16.05159996032715,0.04447522879914411,1.826875677807355,0.06746822025327726,0.0037688106567113078,2025-10-24T08:59:10Z,us_all
ODHY,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
MAMO,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
BLV,Vanguard Long-Term Bond Fund,,,,72.19,52.38,,,,,,,,,,4.56,,71.31527938842774,70.30678649902343,0.005778413511146498,1.3428526142417079,0.0018041200002372193,0.02737881532445785,2025-10-24T08:59:10Z,us_all
BDIV,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
CVLT,"Commvault Systems, Inc.",Technology,Software - Application,7.47,168.03,101.1,0.18632416916593098,0.07635966474345277,0.08789,0.25079,71.44097648071418,93.35,3.4832089552238803,0.02656103095430356,20.503967,0.0,0.0,177.35399932861327,180.88199920654296,0.04035419860526875,0.9483367542817255,-0.015756808939619615,-0.09583511574231829,2025-10-24T08:59:10Z,us_all
UUP,Invesco DB US Dollar Index Bullish Fund,,,,27.91,27.36,,,,,,,,,,4.79,,27.755000114440918,27.55219997406006,0.004350721124618919,0.5112854039389273,0.006854276290190198,0.007581194176486061,2025-10-24T08:59:10Z,us_all
AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Auto Parts,3.3,55.0,93.41,-0.012460317675770938,-0.10628342674432552,0.02836,-0.24781,23.23146785472408,20.446096,,-0.052363537951054855,1.4979438,1.82,1.2658,56.227737998962404,58.12656623840332,0.049896101518110796,1.304863652287574,0.026694051023374188,-0.07613881036929404,2025-10-24T08:59:10Z,us_all
XITK,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
BRTX,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
ENPH,"Enphase Energy, Inc.",Technology,Solar,4.72,35.64,223.07,-0.41924605790326985,0.11702070982173866,0.111049995,0.19795,16.5459024194221,27.627907,11.100002812374449,0.08546409441340166,5.2909737,0.0,0.0,36.46350021362305,37.006600341796876,0.05521486923392474,0.8895847895987697,-0.051118261806238796,-0.038835015380183746,2025-10-24T08:59:10Z,us_all
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials,7.9,31.98,81.21,-0.02850548164596234,0.06440749475700361,0.06082,0.07345,7.557578719187982,26.213114,,0.03594789936155665,1.8829488,1.03,0.26790002,30.29399995803833,27.390115089416504,0.0536495999603296,0.6321891133049543,0.015238080705915147,0.09670780897053022,2025-10-24T08:59:10Z,us_all
STXT,,,,,,,,,,,,,,,,,,,,,,,,2025-10-24T08:59:10Z,us_all
