Ticker,Price,DollarVol($M),SMA20,SMA50,ATR_PCT,RVOL,RET5,RET20,Name,Sector,Industry,MktCap($B),RevYoY,OpMarginTTM,OperatingMargins(info),ROE(info),EV_EBITDA,PE,PEG,FCF_Yield,PB,DivYield,PayoutRatio,CreatedAtUTC,Source
TZUP,4.71,1.56,5.021000027656555,5.31810001373291,0.0727631152562406,0.3166704365528161,-0.026859526930264388,-0.11797754614962042,Thumzup Media Corporation,Communication Services,Advertising Agencies,0.08,-0.63818359375,-13736.72033898305,-110591.87,-5.2997103,,,,-0.10126296622300612,24.789474,0.0,0.0,2025-10-26T18:46:03Z,us_all
PSEP,43.25,5.71,42.91749992370605,42.603359909057616,0.006440973006231936,0.2869581677077418,0.009099379003607577,0.009570491268715342,Innovator U.S. Equity Power Buffer ETF - September,,,,,,,,,28.340128,,,,,,2025-10-26T18:46:03Z,us_all
IMCC,1.49,1.9,1.9224999964237213,2.025719997882843,0.1709971012369855,0.5779337244182677,-0.2623762259377227,-0.15819207593618356,IM Cannabis Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,0.01,0.10710187689533646,-0.3610676536803144,-0.02757,-0.48501,,,,0.11371609348807311,1.7106774,0.0,0.0,2025-10-26T18:46:03Z,us_all
ASR,302.93,25.01,310.99549865722656,324.9353997802734,0.02565420356978433,0.8467082551026588,-0.003486948888601571,-0.10866237352885078,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Airports & Air Services,9.13,0.21343114326880186,,0.42153,0.22952999,5.030053169292647,12.374592,0.16962513961592676,,2.4594264,8.49,0.0,2025-10-26T18:46:03Z,us_all
IWF,477.19,640.01,469.83299865722654,460.2423663330078,0.01535626200037725,0.49090000820154933,0.021557645635983613,0.02656829489891499,iShares Russell 1000 Growth ETF,,,135.14,,,,,,39.348946,,,1.963357,0.35,,2025-10-26T18:46:03Z,us_all
TCAI,32.27,1.2,31.22205009460449,28.54759998321533,0.034527873338475096,2.315051879800566,0.023145197243064963,0.12360728514218544,Tortoise AI Infrastructure ETF,,,,,,,,,40.10017,,,,0.0,,2025-10-26T18:46:03Z,us_all
MET,78.68,221.37,80.68749961853027,80.28040008544922,0.022505266195234287,0.869008903342752,0.002803992139564837,-0.03602061189013339,"MetLife, Inc.",Financial Services,Insurance - Life,52.32,0.03293506033171356,0.09354780608781191,0.05606,0.15508,9.683947655629138,13.358234,,0.21697053942221683,1.8951274,2.89,0.3739,2025-10-26T18:46:03Z,us_all
TG,7.48,1.28,7.633999943733215,7.750999975204468,0.0321810485115418,0.7877551020408163,0.02325582457245612,-0.06499999761581421,Tredegar Corporation,Industrials,Metal Fabrication,0.26,0.04308566026480709,0.0001580113490349153,0.02574,-0.046479996,8.47272948967257,6.7387385,,0.00038459003793695385,1.3141251,0.0,0.0,2025-10-26T18:46:03Z,us_all
PSN,84.16,72.03,85.32250099182129,81.34740051269532,0.02812924695216632,0.7538528047483847,0.017162265349315975,0.03314515845791832,Parsons Corporation,Technology,Information Technology Services,8.99,0.24028795007816828,0.0627991493788227,0.06243,0.124350004,18.808725266912848,37.73991,0.7098555897272069,0.05118885766579742,3.5724595,0.0,0.0,2025-10-26T18:46:03Z,us_all
AFB,10.96,1.16,10.884988594055176,10.64664493560791,0.007755471690833107,1.0255443491375247,0.00827968293794168,0.017313567862771828,"AllianceBernstein National Municipal Income Fund, Inc.",Financial Services,Asset Management,0.32,,,0.874,0.00031,,,,,0.93228996,4.56,0.192,2025-10-26T18:46:03Z,us_all
SPUS,50.63,25.26,49.75750045776367,48.477405853271485,0.01436753744683214,0.7196047185223048,0.020149102931260154,0.035801963211116616,SP Funds S&P 500 Sharia Industry Exclusions ETF,,,,,,,,,34.606262,,,,0.61,,2025-10-26T18:46:03Z,us_all
AGNCZ,25.44,5.56,25.372900199890136,,0.004295818584843525,0.18023375494613572,0.005136352068682015,0.0007868000670199216,AGNC Investment Corp.,Real Estate,REIT - Mortgage,,2.8764940239043826,,0.96411,0.07943,,,,0.005615464339299449,2.879783,0.056670606,0.15295480880648898,2025-10-26T18:46:03Z,us_all
BCH,33.65,11.25,31.521500396728516,30.3210001373291,0.02061134444112234,0.6746548190698439,0.02779474040194141,0.12166671752929692,Banco de Chile,Financial Services,Banks - Regional,17.0,0.023501139449185304,,0.57839,0.21957001,,12.843513,7.555007647058822,346.5953041462839,0.5982967,6.25,0.8024,2025-10-26T18:46:03Z,us_all
QQQH,54.98,1.24,54.24130764007568,53.45517463684082,0.014358809321065112,1.6523083719902805,0.014016892285735105,0.021759971098808784,NEOS Nasdaq-100 Hedged Equity Income ETF,,,,,,,,,34.05369,,,,8.58,,2025-10-26T18:46:03Z,us_all
HEI,316.77,85.48,315.0884979248047,315.9709997558594,0.023599812566662888,0.5940337224383917,0.03185771227208489,-0.011051820336248852,HEICO Corporation,Industrials,Aerospace & Defense,38.27,0.2997077259733063,0.22349158300495792,0.23094,0.16176,40.348831346467065,69.4671,2.323314381270903,0.016722053422323944,10.647731,0.08,0.050300002,2025-10-26T18:46:03Z,us_all
GORV,2.3,3.75,2.331000006198883,2.672000002861023,0.14388197995764532,0.03823669987867201,0.05990777486255228,0.05504581737815473,"Lazydays Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,0.01,-0.19504556466099654,-0.13313587930736404,-0.03836,-1.4487399,,,,-0.018539558628727727,0.1535688,0.0,0.0,2025-10-26T18:46:03Z,us_all
ACCO,4.14,2.32,3.9544999957084657,3.974768886566162,0.026397503545139592,0.6045812992865189,0.08661415450450294,0.01970441498363318,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,0.37,-0.0908991706678306,0.059827978750316216,0.0884,0.07318,7.51945414997138,8.625,,0.071860920131581,0.5859872,7.25,0.625,2025-10-26T18:46:03Z,us_all
FOLD,8.67,45.96,8.225000023841858,8.017200002670288,0.035508328048499516,0.5653053063626555,0.07835822356095101,0.052184504504838136,"Amicus Therapeutics, Inc.",Healthcare,Biotechnology,2.67,0.3228673163793707,0.0353736256040339,-0.050240003,-0.22621,87.55204661749977,54.1875,,-0.016956048037709153,13.076923,0.0,0.0,2025-10-26T18:46:03Z,us_all
WKC,26.66,13.48,25.59300003051758,25.878709030151366,0.021514304000794092,2.2009077335337333,0.06172836317740127,0.022287259753661193,World Kinect Corporation,Energy,Oil & Gas Refining & Marketing,1.48,-0.116171249156372,-0.006439174959739027,0.00721,-0.2357,5.70043086217747,10.4140625,,0.08732626863893644,0.91618264,3.0,2.1935,2025-10-26T18:46:03Z,us_all
NOCT,57.52,5.03,56.93080005645752,56.510599822998046,0.008277866472730783,0.33977805743049994,0.01107402135479485,0.013550439895747335,Innovator Growth-100 Power Buffer ETF - October,,,,,,,,,,,,,,,2025-10-26T18:46:03Z,us_all
AISP,5.09,7.78,5.510250091552734,5.1521000576019285,0.10658152627713931,0.5063224911955999,0.003944769279950577,-0.03598485789214689,"Airship AI Holdings, Inc.",Technology,Software - Infrastructure,0.16,0.8740644399030082,-0.4965819579228779,-0.94177,,,63.625004,,-0.039928322265062946,-3.4649422,0.0,0.0,2025-10-26T18:46:03Z,us_all
TALK,2.76,4.2,2.808500015735626,2.6997000074386595,0.062189438049505,0.5219653008344746,,-0.007194237817389371,"Talkspace, Inc.",Healthcare,Health Information Services,0.46,0.25024492652204344,-0.010892794566928746,-0.03296,0.025239998,449.862648310388,138.0,,0.0024232121624128823,4.107143,0.0,0.0,2025-10-26T18:46:03Z,us_all
EIG,41.56,5.12,41.93150024414062,42.243200149536136,0.016877477899322917,1.0266607150103477,0.007515184807054931,-0.017726305262505848,"Employers Holdings, Inc.",Financial Services,Insurance - Specialty,0.98,0.0350217416852745,0.13974142776840923,0.15022,0.09601,7.055837873338546,10.161369,2.452915221072395,0.08277543355976968,0.910964,3.08,0.2983,2025-10-26T18:46:03Z,us_all
MMM,168.5,556.05,157.07550048828125,155.85428985595703,0.02760492820464842,1.094628070999462,0.10390461657344008,0.1026765440225208,3M Company,Industrials,Conglomerates,89.51,-0.001422186103210099,0.1945776766116576,0.24367,0.72920996,15.833374372558994,26.874002,,-0.020328158082062914,19.341139,1.73,0.4609,2025-10-26T18:46:03Z,us_all
EWI,51.27,23.31,51.3790002822876,51.35520004272461,0.011298732693358323,0.4189621614488833,0.009848335542481657,-0.0052386583812095155,iShares MSCI Italy ETF,,,0.44,,,,,,13.045744,,,1.5586902,2.65,,2025-10-26T18:46:03Z,us_all
LBRX,15.97,2.83,15.71500005722046,,0.07033276305959019,0.6067947489999437,0.02371794080201317,0.03432647027522462,LB Pharmaceuticals Inc,Healthcare,Biotechnology,0.36,,,0.0,,,,,,-0.0387114,0.0,0.0,2025-10-26T18:46:03Z,us_all
VLUE,129.83,49.18,126.37350006103516,122.57670654296875,0.015179196535890088,1.4591968740924572,0.03137912824771272,0.041723539213944116,iShares MSCI USA Value Factor ETF,,,,,,,,,17.428547,,,,2.26,,2025-10-26T18:46:03Z,us_all
RUN,20.85,193.17,19.651500034332276,17.5978000831604,0.07192874239731437,0.8665787366135129,0.06868273382202261,0.17996606063641551,Sunrun Inc.,Technology,Solar,4.81,-0.09827981341818992,-1.6959665087410156,-0.19715999,-0.76005,105.36610531230765,,,-0.18712715096569257,1.6408279,0.0,0.0,2025-10-26T18:46:03Z,us_all
KXI,65.69,4.75,64.79050025939941,65.23199981689453,0.008785840715012434,0.4147369876270132,-0.009797918787540327,0.026727147724361355,iShares Global Consumer Staples ETF,,,0.96,,,,,,23.972435,,,,2.41,,2025-10-26T18:46:03Z,us_all
CHRS,1.65,1.7,1.7009999990463256,1.4583999991416932,0.06510822898022045,0.5328531100944223,,0.09999998410542799,"Coherus Oncology, Inc.",Healthcare,Biotechnology,0.19,0.03776958840633804,-0.9774674128499485,-4.43593,3.31107,,3.1132076,,-0.5520323525811958,1.6003879,0.0,0.0,2025-10-26T18:46:03Z,us_all
F,13.84,2019.17,12.112500047683715,11.841999988555909,0.031482252621236044,2.0445322192967237,0.1610738308729016,0.15237301322486596,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,55.15,0.04995147311724213,0.015875843454790824,0.03146,0.10295,19.25025270374282,11.829061,6.849485234510712,0.05420548458295865,1.1636119,4.34,0.641,2025-10-26T18:46:03Z,us_all
NRC,11.66,1.05,11.945499992370605,13.874027519226074,0.03795027344350464,0.6811214536536425,0.004306648769460297,-0.12330829472207239,National Research Corporation,Healthcare,Health Information Services,0.27,-0.037151702786377694,0.1977849680003421,0.04665,0.58284,10.105036186907132,15.142858,,0.026863868009449034,12.63272,4.12,0.6234,2025-10-26T18:46:03Z,us_all
DIV,17.41,5.0,17.294387817382812,17.456412658691406,0.01050299289562319,0.6780015329942164,0.012798098110504474,-0.009775907228144032,Global X SuperDividend U.S. ETF,,,,,,,,,12.939414,,,,6.7,,2025-10-26T18:46:03Z,us_all
BTC,48.99,111.3,51.01999969482422,50.46299987792969,0.03725978979620521,0.5677061555051828,0.03924485177707915,0.013446452706395107,Grayscale Bitcoin Mini Trust ETF,,,,,,,,,,,,,,,2025-10-26T18:46:03Z,us_all
XLC,115.55,565.82,115.73050003051758,114.81435226440429,0.012595046727623219,0.971656942609342,0.005307121954017058,-0.022171406937332327,The Communication Services Select Sector SPDR ETF Fund,,,,,,,,,19.804756,,,,1.02,,2025-10-26T18:46:03Z,us_all
TJX,141.91,652.25,142.66350173950195,140.2583999633789,0.016338341400377605,0.7490059777317255,-0.013417635740531786,-0.008246507135235559,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,157.94,0.039526347824483166,0.11179974104445403,0.11249,0.59755003,21.739926207791605,32.32574,2.214091780821918,0.024282063257242147,17.812225,1.2,0.3531,2025-10-26T18:46:03Z,us_all
SMIN,74.46,13.63,73.34500045776367,73.53500015258788,0.011329201644788695,0.48715218044291525,0.001614242029776225,0.038493755281786335,iShares MSCI India Small-Cap ETF,,,,,,,,,29.599382,,,,0.7,,2025-10-26T18:46:03Z,us_all
BWZ,27.44,2.96,27.513303565979005,27.619631195068358,0.005518521126422805,0.16951507572599694,-0.0014555680074606059,-0.005555809776815135,SPDR Bloomberg Short Term International Treasury Bond ETF,,,,,,,,,,,,,1.66,,2025-10-26T18:46:03Z,us_all
RLX,2.43,5.17,2.4420000195503233,2.4690000104904173,0.02836568497690935,0.9218126320732566,0.012499987582366145,-0.0240963624697752,RLX Technology Inc.,Consumer Defensive,Tobacco,2.96,0.9649827216583349,0.03227718836527127,0.049060002,0.046290003,-31.97649100948174,30.375002,0.4963235620915033,0.36411658396952507,0.1837985,0.41,0.12979999,2025-10-26T18:46:03Z,us_all
MSOX,7.1,11.9,8.366000056266785,8.283400049209595,0.18287726576926167,0.31836060391897253,-0.03794040724477166,0.17161715704175573,AdvisorShares MSOS Daily Leveraged ETF,,,,,,,,,,,,,0.0,,2025-10-26T18:46:03Z,us_all
ARMU,36.09,1.24,33.10585021972656,29.13925994873047,0.10914775891481822,0.8026853473438412,0.05554087787457851,0.4365323135905066,T-Rex 2X Long ARM Daily Target ETF,,,,,,,,,,,,,0.0,,2025-10-26T18:46:03Z,us_all
HUSA,5.66,1.23,5.911999988555908,6.980199975967407,0.07243816762619817,1.1380956753282527,0.09477751719288463,-0.18678163557610772,Houston American Energy Corp.,Energy,Oil & Gas E&P,0.2,-0.294507617499153,-22.187657969512866,-16.48452,-1.9532839614417112,,,,-0.024057930798524363,1.284029,0.0,0.0,2025-10-26T18:46:03Z,us_all
TRMK,38.74,9.86,38.7745002746582,39.46262161254883,0.028302237671947103,0.9281307713466148,0.032791346626840356,-0.03823230256952259,Trustmark Corporation,Financial Services,Banks - Regional,2.34,-0.2285324706121481,,0.35498002,0.10993,,10.882023,0.6904244769456608,0.08651882922843013,1.1299732,2.48,0.264,2025-10-26T18:46:03Z,us_all
VIOO,112.78,8.89,110.47299919128417,109.7661996459961,0.017366300044164788,0.9202259313321064,0.031555811675311185,0.023504821494743755,Vanguard S&P Small-Cap 600 Index Fund ETF Shares,,,,,,,,,19.346918,,,,1.42,,2025-10-26T18:46:03Z,us_all
BBWI,27.0,160.2,26.01850004196167,27.468318481445312,0.034338613035817624,0.7017978503322252,0.018867924528301883,0.012753194093543696,"Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,5.57,-0.016422129492529303,0.17123473541383988,0.10135999,,6.661047486409511,8.083833,,0.07677927792689401,-3.628057,2.96,0.2395,2025-10-26T18:46:03Z,us_all
RMAX,8.82,1.33,8.673499965667725,9.141799964904784,0.02891156315474363,0.7231473495654481,0.07560974390006048,-0.0935251685739501,"RE/MAX Holdings, Inc.",Real Estate,Real Estate Services,0.46,-0.055227514884653495,0.13044586499956398,0.1909,,0.8336899520764641,17.999998,0.8530804739336495,0.6273563089851835,0.3992576,0.0,0.0,2025-10-26T18:46:03Z,us_all
GSUS,93.93,8.02,92.59424934387206,91.0739826965332,0.012245450284134636,0.47683205436119735,0.019537643605986643,0.022868326606206413,Goldman Sachs MarketBeta US Equity ETF,,,,,,,,,28.765093,,,,1.09,,2025-10-26T18:46:03Z,us_all
ZEPP,41.16,10.26,51.00799999237061,47.721999893188475,0.13426524292433697,2.360654422968963,-0.19984446060928218,-0.07567929540235163,Zepp Health Corporation,Technology,Consumer Electronics,0.59,-0.48250580966955736,-0.22981089988847045,-0.10268,-0.28320998,,,,,2.8937008,0.0,0.0,2025-10-26T18:46:03Z,us_all
DFCA,50.16,2.6,49.91381320953369,49.59984489440918,0.0030033407609041246,1.757435303205871,0.0017355914560022168,0.009681906434396481,Dimensional California Municipal Bond ETF,,,,,,,,,,,,,2.99,,2025-10-26T18:46:03Z,us_all
NUS,11.02,4.61,11.101999998092651,11.595268306732178,0.032862331072686005,0.632640623319511,0.030870055223008563,-0.09967314837972752,"Nu Skin Enterprises, Inc.",Consumer Defensive,Household & Personal Products,0.55,-0.12038152870479413,-0.008591763638879068,0.07971,0.13682,3.943835299503857,5.4285717,,0.0947668374965818,0.6924721,2.18,0.1182,2025-10-26T18:46:03Z,us_all
NNDM,1.68,7.35,1.7232500076293946,1.5503000020980835,0.07614796699447432,0.28258371391169057,-0.05617978957818792,0.05660371841506828,Nano Dimension Ltd.,Technology,Computer Hardware,0.37,0.025943815037113405,-1.8184402049868653,-1.2837399,-0.07334,,168.0,,-0.25660451248419186,0.5562914,0.0,0.0,2025-10-26T18:46:03Z,us_all
PAGP,17.63,24.51,17.54299964904785,18.25659984588623,0.018515524753734327,0.9266398158803222,0.04381289507752717,-0.06422510520282987,"Plains GP Holdings, L.P.",Energy,Oil & Gas Midstream,4.11,0.02793972737723771,0.02514749571111762,0.02622,0.07108,10.677597914448953,10.556886,0.3195040651857307,0.08228725584241822,2.57485,8.62,1.8253,2025-10-26T18:46:03Z,us_all
ETG,21.71,2.33,21.32380619049072,20.92485824584961,0.015720597272625633,1.0386338185890258,0.016385695885770435,0.04809714290818223,Eaton Vance Tax-Advantaged Global Dividend Income Fund,Financial Services,Asset Management,1.66,,,0.82354,0.082320005,,13.319017,,,1.0991291,7.15,0.9519,2025-10-26T18:46:03Z,us_all
AVNT,32.63,15.73,31.93050022125244,34.33388885498047,0.024232733735625973,0.961570385126162,0.04049746278845601,-0.006394612773962138,Avient Corporation,Basic Materials,Specialty Chemicals,2.99,0.031055110092910843,0.07975912498463807,0.11298,0.05131,8.89280337829912,25.294575,0.43386921097770154,0.032932711166971086,1.2665943,3.37,0.8275,2025-10-26T18:46:03Z,us_all
ELVA,6.6,3.4,6.531499934196472,6.157799987792969,0.07997835468905,0.7734785182597218,-0.0030211452072894662,0.08374379955113098,Electrovaya Inc.,Industrials,Electrical Equipment & Parts,0.27,0.028201817091730863,0.07066970387243736,0.11452,0.08019,59.562159262363785,220.0,,-0.024265506309411614,11.849193,0.0,0.0,2025-10-26T18:46:03Z,us_all
JOYY,59.81,15.74,58.025000190734865,57.54344093322754,0.027037995384332127,0.5225851813845657,0.049482358514997715,0.021520105083672192,JOYY Inc.,Communication Services,Internet Content & Information,3.07,-0.013264428737096878,-0.1864429670776998,0.011410001,0.27582002,434.4695117040587,11.2374325,0.26012575231481483,,0.46678063,4.71,0.0,2025-10-26T18:46:03Z,us_all
EME,748.24,329.87,677.7552764892578,645.7017370605469,0.03540267625799885,1.564895885315066,0.08596388968122226,0.16851797891319853,"EMCOR Group, Inc.",Industrials,Engineering & Construction,33.49,0.15761448120790855,0.09502507079385998,0.09648,0.38118,20.361012570912386,31.06019,1.1092924999999998,0.03587444020414458,10.975607,0.13,0.041500002,2025-10-26T18:46:03Z,us_all
SKIN,1.39,1.27,1.5674999952316284,1.944399995803833,0.08437822890401392,0.7753018660812294,-0.02797200232183028,-0.29441626116346575,The Beauty Health Company,Consumer Defensive,Household & Personal Products,0.18,-0.16004633270601598,-0.1399549770369988,-0.03453,-0.26545,,,,0.09847287916157384,2.380137,0.0,0.0,2025-10-26T18:46:03Z,us_all
MRTN,9.72,6.76,10.637000036239623,11.183993968963623,0.03696354787468064,3.7188264058679708,-0.10083257264355772,-0.09412854783747893,"Marten Transport, Ltd.",Industrials,Trucking,0.79,-0.14825777428178766,0.028873719691770407,0.00379,0.02526,5.633588440866329,40.500004,,-0.12213252709484587,1.0315186,2.47,1.0,2025-10-26T18:46:03Z,us_all
THRO,38.33,40.87,37.761999893188474,37.371407470703126,0.013176927103756177,0.9294365332045444,0.02186093165060865,0.01806109635104214,iShares U.S. Thematic Rotation Active ETF,,,,,,,,,30.725775,,,,0.16,,2025-10-26T18:46:03Z,us_all
PLTK,3.67,7.98,3.6334999918937685,3.582712268829346,0.036590114351079395,0.7488858191613821,0.04261366368756336,0.01944449264326331,Playtika Holding Corp.,Communication Services,Electronic Gaming & Multimedia,1.38,-0.006895208414491649,0.12356440088287007,0.11078,,5.674819257221458,15.956522,,0.11946765672702227,-15.751074,10.9,1.7391,2025-10-26T18:46:03Z,us_all
WSR,12.2,2.36,11.95400538444519,12.425139598846435,0.016276345295279406,0.7825163779486781,0.02521010086989528,-0.020410333919409385,Whitestone REIT,Real Estate,REIT - Retail,0.63,0.05131151974040016,0.34175008938148016,0.35137,0.07971,14.747364833462433,18.484848,0.18747310344827586,0.039672753803789214,1.4558473,4.43,0.78980005,2025-10-26T18:46:03Z,us_all
PAY,31.2,23.64,30.667500019073486,33.63180004119873,0.035988991070412236,0.5685890202134188,0.06375727392082142,-0.0015999755859374964,"Paymentus Holdings, Inc.",Technology,Software - Infrastructure,3.91,0.41864798450747776,0.055408897737279375,0.05685,0.11587,54.52527704327821,70.909096,1.2418405604203155,0.022005730224421954,7.563637,0.0,0.0,2025-10-26T18:46:03Z,us_all
MA,573.67,1455.04,568.8780212402344,578.5719897460938,0.01991849809454836,0.7252870730865901,0.022639379771278945,0.01645170772158666,Mastercard Incorporated,Financial Services,Credit Services,518.6,0.12228065981353087,0.5577857875070269,0.59916,1.7694701,28.137669933924645,38.60498,2.368403680981595,0.030038137867391852,66.18251,0.53,0.1915,2025-10-26T18:46:03Z,us_all
CHE,436.62,82.97,438.28550109863284,448.2674005126953,0.01754876088650413,0.8872283323685733,-0.00894316883793389,-0.05540535071379893,Chemed Corporation,Healthcare,Medical Care Facilities,6.36,0.07369225721234218,0.14685090856975655,0.11003,0.24136999,14.35824139409195,22.471436,3.953051210721425,0.059575904553660304,5.2885175,0.55,0.1029,2025-10-26T18:46:03Z,us_all
JKS,21.54,12.4,23.528500080108643,23.914200019836425,0.05614139668918294,0.6740167331300336,-0.06793594345994847,-0.10622404254859441,"JinkoSolar Holding Co., Ltd.",Technology,Solar,1.11,-0.2226373668356073,-0.07067852796503472,-0.20697,-0.090579994,11.104654946211978,11.160623,,,0.06035118,6.04,3.8848002,2025-10-26T18:46:03Z,us_all
REZ,84.81,3.44,83.72400016784668,83.50078216552734,0.009921342452709241,2.220580994583949,0.007603652175016462,0.00880216327412553,iShares Residential and Multisector Real Estate ETF,,,,,,,,,36.25561,,,,2.35,,2025-10-26T18:46:03Z,us_all
EFR,11.3,2.01,11.277628421783447,11.405064334869385,0.011268180290450612,0.6793302377937245,0.014362642951623705,-0.006501599386238177,Eaton Vance Senior Floating-Rate Trust,Financial Services,Asset Management,0.33,,,0.79003,0.11367081533771142,,19.48276,,,0.916687,9.03,2.1854,2025-10-26T18:46:03Z,us_all
BITO,18.21,415.91,19.016861629486083,18.860531272888185,0.03785202906172807,0.8040899346022907,0.03819829726190016,0.010537666890671149,ProShares Bitcoin ETF,,,,,,,,,,,,,53.88,,2025-10-26T18:46:03Z,us_all
EVSM,50.46,3.82,50.470300102233885,50.381771087646484,0.0017255614161627002,0.932320897986134,-0.001088791563700453,0.0016238411532762953,Eaton Vance Short Duration Municipal Income ETF,,,,,,,,,,,,,3.19,,2025-10-26T18:46:03Z,us_all
BRBI,14.38,1.23,13.426749992370606,,0.03583602905273438,0.13195539207099902,0.054658831937188124,0.06323960897097125,BRBI BR Partners S.A.,Financial Services,Capital Markets,1.13,0.1308172720344356,0.02917820942592835,1.02177,0.21847,16.739384823549774,33.430233,2.297070209433923,0.11025096223601483,1.8700404,0.03190358,0.0,2025-10-26T18:46:03Z,us_all
QCRH,76.89,8.82,72.9474998474121,75.82741851806641,0.03654572572037982,0.9755034434661319,0.1364173104931119,0.0018240962820643691,"QCR Holdings, Inc.",Financial Services,Banks - Regional,1.3,-0.016051163265008772,,0.44529,0.11801,,11.597284,0.3658449211356467,0.22654338107389546,1.1912066,0.31,0.036199998,2025-10-26T18:46:03Z,us_all
BERZ,2.91,2.48,3.2464999914169312,3.950399980545044,0.08129601620356755,1.4147441620072359,-0.08201892246236897,-0.2070844617612987,MicroSectors Solactive FANG & Innovation -3X Inverse Leveraged ETNs,,,,,,,,,21.594137,,,,,,2025-10-26T18:46:03Z,us_all
RNR,243.44,106.03,255.19449996948242,248.1922637939453,0.02200308084124416,0.8355049420840556,-0.029926258609936807,-0.028610183757563745,RenaissanceRe Holdings Ltd.,Financial Services,Insurance - Reinsurance,11.46,0.2812550117510093,0.23493012712716418,0.42705002,0.16018999,-2.7270567169965,6.2149606,0.07505991062801932,0.34006449184901266,1.1474683,0.66,0.0403,2025-10-26T18:46:03Z,us_all
