Ticker,Price,DollarVol($M),SMA20,SMA50,SMA200,ATR_PCT,RVOL,RET5,RET20,RET63,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Position,High_52W_Ratio,Low_52W_Ratio,Momentum_12M,Volatility_21D,Name,Sector,Industry,MktCap($B),PE,PB,ROE(info),Debt_to_Equity,ROIC,Owner_Earnings,Consistency_Score,Piotroski_FScore,Graham_Number,Magic_Formula_Score,CreatedAtUTC,Source
GOCT,39.04,6.0,38.70391979217529,38.26072784423828,36.18688190460205,0.004177321532223413,0.3823927470081962,0.0017294859937868612,0.016996248508183598,0.05321464288040989,73.10038374873609,0.24331089283118246,0.2313714645074352,0.011939428323747253,0.7929254242147529,0.9968692401456171,1.2145670856689814,0.12675054537751196,0.003325172187197734,FT Vest U.S. Equity Moderate Buffer ETF - October,,,,28.617687,,,,,,,,,,2025-10-31T16:50:08Z,us_all
BROS,56.97,227.94,54.354999732971194,58.97079978942871,63.845200004577634,0.03897039984768378,0.19516467081582373,0.0010543203910013954,0.1270030085170759,-0.025820764934217033,65.01288566354715,0.3559563089523081,-0.2325656090476757,0.5885219179999839,0.6691382884572493,0.6673304367790247,1.7263636733546401,0.7221885751898931,0.029606001743034814,Dutch Bros Inc.,Consumer Cyclical,Restaurants,9.3,122.84782,11.27494,0.11372,1.2343922028107062,0.1791207257908015,35686000.0,90.68460281329683,6.0,7.2023746084190865,9.36304391897949,2025-10-31T16:50:08Z,us_all
CGGR,45.03,149.47,44.48325042724609,43.84270027160645,39.465375146865846,0.01473625340738661,0.28479710928718516,0.0021144273326920704,0.017744118843336265,0.07766880903285278,60.32890336532769,0.3949732464909985,0.3541479830010335,0.040825263489965014,0.7054419830067674,0.9856611476593475,1.4747789228047359,0.265103679144135,0.012276611927299374,Capital Group Growth ETF,,,,32.25876,,,,,,,,,,2025-10-31T16:50:08Z,us_all
VIXM,16.08,,16.109000205993652,16.095000133514404,16.320050048828126,0.019678390958245622,0.5877734700649934,0.011957179123859518,0.010050241623450695,-0.04626338424724663,51.171866559874836,-0.02143904253699702,-0.01838079358016091,-0.0030582489568361133,0.4677018902384233,0.8275861899715282,1.1703056907982365,0.07271515471855028,0.014400720427249249,VIXM,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
KVYO,25.7,66.17,25.292500019073486,29.158799896240236,33.336449995040894,0.03589771560709654,0.0732501145746755,-0.02132518892084667,-0.007338687956282897,-0.15930647630033512,62.42300598876035,-0.9338164231269026,-1.2506324318302586,0.316816008703356,0.6117489671412286,0.5224639455262146,1.0834739252488177,-0.33454165008478365,0.02436171751281206,"Klaviyo, Inc.",Technology,Software - Infrastructure,7.62,,6.941257,-0.06424,0.05168150083124836,-0.35910760530484476,48418000.0,93.30371318160583,5.0,,,2025-10-31T16:50:08Z,us_all
DMRC,9.0,,9.27450008392334,9.299400024414062,15.117449979782105,0.07896826380775088,0.6627592061118073,-0.1089109247449016,-0.07120739012003208,-0.2392223112389914,52.148440155724586,-0.03561826133635826,-0.047598037045470803,0.011979775709112545,0.37527058927594076,0.19043589334829292,1.1406844299490244,-0.7176027686538182,0.050429394259764684,DMRC,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
POET,6.67,131.01,7.621000003814697,6.347600002288818,5.083749995231629,0.14039407828103484,0.20620540139911184,-0.18955037092486715,0.07234731531854766,0.1480206784826532,36.58536301703036,0.10073147299833884,0.3266918112670137,-0.22596033826867484,0.217813179256414,0.7234273192101963,2.0778816190121656,0.7146529296708726,0.09614549964163636,POET Technologies Inc.,Technology,Semiconductors,0.8,,11.064767,-1.45352,0.35006320059653284,,-9850866.0,16.666666666666664,2.0,,,2025-10-31T16:50:08Z,us_all
HYGH,86.5,5.88,86.10775032043458,85.98948364257812,83.85905807495118,0.004022284837718053,0.11451580051868142,0.0011573897263317257,0.0004626522779425102,0.02045586976013758,63.56270926770203,0.14570200332579475,0.09587407637134643,0.04982792695444832,0.7793147220699317,0.998960661257688,1.1277250361759954,0.07205522398813735,0.0030956168642635663,iShares Interest Rate Hedged High Yield Bond ETF,,,,10.958601,,,,,,,,,,2025-10-31T16:50:08Z,us_all
ISPY,46.28,7.6,45.40199489593506,44.679835662841796,41.573327465057375,0.011327047225503524,0.21034914889704315,0.011803626998014405,0.024571650945643064,0.08720892041982475,69.79089157933532,0.45441894289625395,0.3727600942630666,0.08165884863318734,0.8416924151612056,0.9954807039424964,1.3130304221146742,0.14380923989092897,0.008899139183193372,ProShares S&P 500 High Income ETF,,,,28.774818,,,,,,,,,,2025-10-31T16:50:08Z,us_all
CLOV,3.53,39.29,3.0702500104904176,2.964200005531311,3.322800000905991,0.06593717572537752,0.15830014801315964,-0.07722508979861187,0.3610039429279295,0.22395831781129094,71.56626658301909,0.20896486507710366,0.1422107907506776,0.06675407432642605,0.7543762891052472,0.7313277945698539,1.616972471294896,-0.1296296470722318,0.05757615467857036,"Clover Health Investments, Corp.",Healthcare,Healthcare Plans,1.78,,5.155786,-0.1259,0.7023418331901871,,4839000.0,72.75174025427077,6.0,,,2025-10-31T16:50:08Z,us_all
MWA,25.81,28.61,25.535500049591064,25.72720001220703,25.21833706855774,0.02270715116187432,0.18299441627934868,-0.004243850695516249,-0.005778105694155933,0.0809320738210364,61.94968081922366,0.0689765877685673,0.03125787319833504,0.03771871457023226,0.7141723571542634,0.9188553855263301,1.2081883834435925,0.17870706502670486,0.011274546706172648,"Mueller Water Products, Inc.",Industrials,Specialty Industrial Machinery,3.96,26.968086,4.264087,0.17331,0.5894334032835452,0.13576277795341976,55700000.0,77.6821940116491,5.0,11.213239942139827,8.642182228740165,2025-10-31T16:50:08Z,us_all
VONG,125.66,154.55,122.05050010681153,119.53424453735352,106.81458450317383,0.014062876159357944,0.20110788130161456,0.023956994883978844,0.039199516746117435,0.11000826583574752,68.22095029182155,1.6554006639833148,1.2814439396280752,0.3739567243552395,0.890512073347818,0.9932811757191674,1.5267202092960397,0.2735740605322603,0.011701389405718498,Vanguard Russell 1000 Growth Index Fund ETF Shares,,,,40.05881,,,,,,,,,,2025-10-31T16:50:08Z,us_all
XLE,88.17,1128.57,87.44225044250489,88.1608854675293,85.82048530578614,0.015239287531220277,0.36528753077189735,0.0010787012720825384,-0.008379290472344536,0.04118693167463694,59.84557739309593,-0.04404598335378296,-0.15478270852158346,0.1107367251678005,0.641824107414514,0.9365447563415734,1.1726935861391152,0.03473083928615872,0.010804688271403871,The Energy Select Sector SPDR Fund,,,16.35,17.031519,1.6832006,,,,,,,,,2025-10-31T16:50:08Z,us_all
ARQ,6.8,,6.908999967575073,7.105999975204468,5.665899996757507,0.03931301371313505,0.0834842350085391,-0.027181628984933037,-0.028571401323590928,0.24314450668317367,38.54749615333797,-0.07645839320765635,-0.05707280901615181,-0.01938558419150454,0.3309311625008374,0.8585858743977222,1.9540230326048367,0.13144757600117551,0.025820218506652434,ARQ,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
FWRD,18.5,17.57,20.75299997329712,25.3153999710083,23.94369993209839,0.07683399008968163,0.08907651421623235,-0.05900304457859917,-0.21041400943075206,-0.37202985149613566,32.30769682212674,-1.8419278593725075,-1.905307417397743,0.06337955802523543,0.20117979594962532,0.48786922187012727,1.7619047619047619,-0.5037553485577415,0.03493551001332122,Forward Air Corporation,Industrials,Integrated Freight & Logistics,0.58,,3.788062,-0.52073,7.506254635006367,,-17961000.0,52.19502189041641,3.0,,,2025-10-31T16:50:08Z,us_all
GNR,58.93,13.43,59.04750003814697,58.687999954223635,54.374042224884036,0.012725516890968203,0.12322800251184915,-0.00874685367687722,-0.01107568125058056,0.07733088634803553,50.1792156350687,0.14263264287377808,0.1871945058244268,-0.044561862950648706,0.4426744582472116,0.9871021700515342,1.3092667717708886,0.10682668023199571,0.01078156325151248,SPDR S&P Global Natural Resources ETF,,,,17.690266,,,,,,,,,,2025-10-31T16:50:08Z,us_all
SFLO,28.53,,28.666746425628663,28.973417015075682,26.46327363014221,0.014265689560952538,0.05102240758693307,-0.01735894823986428,-0.030342222310961287,0.06811210639978071,53.549065738433306,-0.0619184164863853,-0.04946120048201281,-0.012457216004372489,0.41229844279610467,0.9577532849673784,1.3809372798135255,0.09426202074717249,0.012596189296214777,SFLO,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
SFLR,36.81,7.58,36.27052478790283,35.828251876831054,33.488894329071044,0.008903275152051563,0.2525574795532751,0.008424628270815582,0.01886451562762992,0.0700076938721601,73.61369580394077,0.26705772043992937,0.2268986714218916,0.04015904901803777,0.8891719691922169,1.0,1.2389373315440888,0.14736531557327925,0.006482408976074492,Innovator Equity Managed Floor ETF,,,,29.042807,,,,,,,,,,2025-10-31T16:50:08Z,us_all
GLP,45.41,,45.31099987030029,48.574799880981445,50.74605806350708,0.0261897743431408,0.20963003535328387,-0.00829877834718229,-0.02238968565006172,-0.11621874849194658,51.15453857417078,-0.7348600932959712,-0.9789099699447339,0.24404987664876265,0.537030080647759,0.7819642452449066,1.0426190393192403,0.03550595478866603,0.014070277441906419,GLP,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
EQBK,40.7,4.32,40.87249984741211,41.02504776000976,40.12405462265015,0.03453842773178011,0.10180014052773773,-0.027943592041850707,0.0076752012373257905,0.10513858745219329,51.12995233061312,0.08195617846734393,0.07483801857605282,0.007118159891291109,0.4427075970294466,0.839876162033803,1.1712324293361462,-0.04593023952475983,0.02239258462470737,"Equity Bancshares, Inc.",Financial Services,Banks - Regional,0.77,37.174313,1.0888375,0.029000001,0.46473542715856153,,25981000.0,61.51532117221993,5.0,30.210484107342605,,2025-10-31T16:50:08Z,us_all
SKYX,1.7,,1.4322649955749511,1.290706000328064,1.2842414996027947,0.09842800703711513,0.15957210706200897,0.036768288467875054,0.5046902525939361,0.6834653409019824,66.0658211215536,0.13293718731192805,0.10370059818595861,0.029236589125969437,0.8114188061429307,0.8294146428320964,1.8643640102710828,0.27842099503184103,0.07968076585571908,SKYX,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
NIKL,14.24,,15.204800033569336,14.23416000366211,11.465205018520356,0.029258628997091845,0.8100970739725806,-0.03718730170070628,-0.072614770716937,0.18174270088951294,24.384438977924987,0.023172283653378756,0.22517370784070304,-0.20200142418732428,0.032487462769564365,0.8858475331427764,1.9243242685946353,0.16097355027221028,0.0201109426903,NIKL,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
HOOW,78.22,30.21,72.15764656066895,64.84924629211426,,0.06251975863040325,0.4689522618113131,0.08717571496541421,0.003624608140880836,0.4727229073253174,56.83801935757095,2.2615584931029815,2.0694634485093233,0.19209504459365823,0.8298547590218377,0.9747532539935613,2.1693310183088923,,0.04903769945503644,Roundhill HOOD WeeklyPay ETF,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
OSUR,2.71,,2.977749991416931,3.139500002861023,3.182125002145767,0.03735859930554393,0.47610531963013997,-0.08277031108791366,-0.14622646000824568,-0.1298076878990646,27.13177635523408,-0.10576003771562892,-0.0780054886996055,-0.027754549016023422,0.05825562330594636,0.6170454216643806,1.1172838846018787,-0.35357141965100514,0.022653195492624865,OSUR,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
OSCX,17.6,3.65,17.600000381469727,17.600000381469727,,0.02,1.0,0.0,0.0,,,,,,,,,,,Defiance Daily Target 2x Long OSCR ETF,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
PVAL,43.11,34.75,42.78400001525879,42.4032063293457,39.48219530105591,0.010189035141632375,0.6284792334515826,-0.0043879591237120374,0.006138130733352787,0.0704392967417844,67.10527306448091,0.257758068246261,0.24162289340159404,0.016135174844666977,0.6749119322112367,0.9903515235303644,1.2905192462865547,0.1469488404843824,0.007665955379892296,Putnam Focused Large Cap Value ETF,,,,22.155651,,,,,,,,,,2025-10-31T16:50:08Z,us_all
UBT,17.75,,17.942500114440918,17.41133972167969,16.814961009025573,0.013541246563855792,0.23932211648757598,-0.022038546938694892,0.021288887059824235,0.052102172294637095,47.169792647893686,0.1893603169939304,0.25663693344506977,-0.06727661645113936,0.3743536188212831,0.9328318996202359,1.1717271656184183,-0.02443168535627316,0.012123447537525613,UBT,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
BG,94.58,163.67,91.12525024414063,85.8259001159668,78.46077606201172,0.03497233272086074,0.09098233716585362,-0.03287325017345566,0.12641416826789764,0.1837961625259319,76.59823529025711,3.5379611602796643,3.538386771804097,-0.0004256115244327674,0.6275546259454327,0.9671267498265443,1.4069418062001269,0.14037223533818355,0.031130390964406306,Bunge Global SA,Consumer Defensive,Farm Products,18.88,9.513609,1.1657854,0.12528,0.650196364964837,0.030502069405099152,-1478000000.0,59.226824447348484,3.0,134.42073054406453,6.78073253804616,2025-10-31T16:50:08Z,us_all
STEN,25.42,,25.420000076293945,25.420000076293945,,0.02,1.0,0.0,0.0,,,,,,,,,,,STEN,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
EL,96.81,337.1,96.58250007629394,91.62654632568359,77.36093732833862,0.03864713371092084,0.21620163793871305,-0.052368891070233126,0.09986368155831737,0.05060316776923135,58.760221925687794,2.2660848229788826,2.596487959945144,-0.33040313696626145,0.5141657264338322,0.9443035576332236,1.951231363928112,0.13156750227110203,0.029228700025123053,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,34.66,,8.931291,-0.20727,2.449417852522639,-0.06102637276126747,394000000.0,61.21092872409817,6.0,,,2025-10-31T16:50:08Z,us_all
APPN,29.84,17.72,29.56224994659424,30.464899864196777,30.633899946212768,0.030295820955819838,0.09835768158601994,-0.056135404135616684,-0.005829485067976425,0.06096694645408429,60.03026922631546,-0.013549410274581675,-0.11811485797874474,0.10456544770416307,0.5621243970170696,0.7181183428096493,1.1581295608538942,-0.15453257908229623,0.019712584747142495,Appian Corporation,Technology,Software - Infrastructure,2.2,,,,,,-3086000.0,93.63688493709742,6.0,,,2025-10-31T16:50:08Z,us_all
QUBX,13.41,43.71,19.010244941711427,20.20829803466797,,0.27908200791028,0.2925283658387867,0.03510029217313759,-0.6275708035656511,-0.2530679003403916,22.491460459463397,-2.9988101235981084,-2.2446130551521066,-0.7541970684460018,0.2822015585775727,0.3724291964343489,1.13589325566554,,0.16360221072521267,Tradr 2X Long QUBT Daily ETF,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
DT,49.31,107.07,49.01700000762939,49.087200012207035,51.42279989242554,0.025558426761290283,0.19445771428253,-0.019876763520242924,-0.005245074099936908,-0.044564991471812365,55.1797000100408,0.141757999936317,0.13640194171417652,0.0053560582221404696,0.5730644111790693,0.7899712082629206,1.1965542943161658,-0.10443152663612643,0.01593413206820253,"Dynatrace, Inc.",Technology,Software - Application,14.84,30.376543,5.502628,0.20688999,0.028751905653553327,,262016000.0,96.51114873704142,4.0,18.054704373098996,,2025-10-31T16:50:08Z,us_all
WOK,3.65,,5.443495070934295,38.75139823436737,86.7628494822979,0.2634123411638486,0.061863643551369654,0.10603030675874048,-0.5320641191907023,-0.9524752628316377,23.767082655084792,-8.869748503327514,-11.191777278269088,2.3220287749415736,0.273321048876393,0.005610914618853511,1.1060303067587405,,0.13426787623625575,WOK,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
MOD,155.39,138.64,154.87299880981445,148.24299896240234,110.16344951629638,0.060152802801771404,0.13329317072145594,-0.03646062334616429,0.05270644771443278,0.12162557326471468,54.72039664798721,2.8031073004646885,3.3120289165680346,-0.5089216161033461,0.5254928417304265,0.953195898154559,2.2422798347294868,0.28538340784336347,0.03296857959767535,Modine Manufacturing Company,Consumer Cyclical,Auto Parts,7.91,43.192528,7.5188837,0.19476,0.3820518405576127,0.18229102439883732,200000.0,80.563081899791,7.0,39.56381301138706,10.27215885059502,2025-10-31T16:50:08Z,us_all
OVV,37.39,101.3,37.508000183105466,39.85827529907227,39.20210684776306,0.026859722153962953,0.0991166711869802,-0.00769641489327455,-0.06804585281448505,-0.04319369248974181,45.94592922703384,-0.8243185550070251,-0.9512226182891664,0.12690406328214132,0.4769943570951547,0.8245954048929236,1.216829190897981,-0.019678023618189155,0.02145251511402992,Ovintiv Inc.,Energy,Oil & Gas E&P,9.53,16.328194,0.9179731,0.05747,0.6090407511373536,0.08686481310262845,492000000.0,55.192616651134834,5.0,45.4120608979597,7.405428671760818,2025-10-31T16:50:08Z,us_all
LUMN,9.36,193.01,7.835749959945678,6.464699974060059,4.861674989461899,0.08580504661969836,1.0677743973816158,0.15760192762449043,0.4275914409764636,1.4973332722981771,68.99055689314665,1.0239897060266037,0.7678518236386352,0.2561378823879684,0.7780659733916798,0.8513636155561968,3.0504885911271167,0.39985047698327025,0.06179569755205892,"Lumen Technologies, Inc.",Communication Services,Telecom Services,9.95,,21.214441,,39.13577586206897,0.02261497292924264,-321000000.0,49.23476660512279,5.0,,,2025-10-31T16:50:08Z,us_all
FMST,3.31,,3.6165000081062315,3.289000000953674,2.2620499926805495,0.12865775729589163,0.10557334306926511,-0.12894737254879818,0.11073822872278205,0.15331013058028264,42.580646600236605,0.06702420532653264,0.12614314563705492,-0.05911894031052228,0.20920765413516726,0.6107010878573331,5.155762993742534,0.4391304397402731,0.08693162149035534,FMST,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
LOAR,79.42,48.66,79.89875068664551,78.05530014038087,78.35402505874634,0.030156224410655852,0.03303755549506395,-0.027849203793459232,0.00831638854153316,0.09266649122278481,48.862622628181754,0.46603302727001505,0.7076673862647314,-0.2416343589947163,0.4109694245553912,0.7982209530677582,1.2516154446118288,-0.09673563956490239,0.021109970280549884,Loar Holdings Inc.,Industrials,Aerospace & Defense,7.37,171.15218,6.530359,0.047020003,0.2631444044813758,0.051105305400798336,20932000.0,99.00082032037471,6.0,11.170478951235708,2.8474029454116243,2025-10-31T16:50:08Z,us_all
CRI,31.42,39.0,30.63549976348877,29.743871154785158,34.64775360107422,0.059493498255769835,0.08541475223396923,-0.028748019835954985,0.051187712207695135,0.280472806586614,59.251105023091945,0.6849703294655249,0.6166933840931649,0.06827694537236007,0.6502288837369958,0.5718311575246601,1.3411126156978392,-0.4048453726466864,0.03397082971943548,"Carter's, Inc.",Consumer Cyclical,Apparel Retail,1.14,12.719512,1.3215357,0.10519,1.3225418401473503,0.2179286820187643,24106000.0,48.15831125064439,3.0,36.20113188838161,14.827402521739264,2025-10-31T16:50:08Z,us_all
CXSE,42.2,,42.81199989318848,42.526053466796874,35.8410112285614,0.017044348592608536,0.22362876414782812,-0.014018656187300915,-0.06263881977233321,0.14667974238444992,49.64739645852288,0.07132733726265883,0.09109530440865474,-0.019767967145995907,0.36996096346332713,0.9307454923008152,1.5301781144860551,0.332721294238006,0.02003919306052409,CXSE,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
MUST,20.7,,20.622500133514404,20.42023021697998,19.965531940460206,0.008074540972019052,0.05597289733392252,0.0014514120239368378,0.007789670899729817,0.0350995426501266,50.0,0.07275057901987836,0.0833703452055596,-0.010619766185681237,0.7446411599854452,0.9985528808509738,1.0810985110238505,0.048320390273908,0.0037965230464100767,MUST,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
ARMN,9.9,13.43,10.12349991798401,9.578199949264526,6.579549988508225,0.06356421904102635,0.14958894768499453,-0.0030212170919945436,-0.014925429786844746,0.33064509978362233,41.54786858805029,-0.002686575739311081,0.09769249677950824,-0.10037907251881932,0.40361128805638946,0.8967390989799053,2.9909364923483484,1.0624998385707602,0.04511990441600543,Aris Mining Corporation,Basic Materials,Gold,1.99,325.49335,1.7559432,0.03889,0.4806293376370017,0.09597024625578529,,93.94201997582198,5.0,1.9374403216615472,4.952125282147931,2025-10-31T16:50:08Z,us_all
WYFI,32.61,38.45,33.2912504196167,26.4431001663208,,0.11427038079725517,0.2459109819342338,-0.042009408540394255,0.04519230169657429,,38.82796369161245,1.456063067030442,1.8661642235887874,-0.41010115655834545,0.440901239487241,0.8333759192489151,2.2168593151451454,,0.08188248575463607,"WhiteFiber, Inc.",Technology,Software - Application,1.21,,3.9130435,,0.07885098021228297,-0.020763210088162627,-84694290.0,,,,,2025-10-31T16:50:08Z,us_all
KMT,22.34,15.66,22.144000148773195,21.59000011444092,21.661470136642457,0.023980048435775322,0.12487695766359075,-0.018021971314817975,0.021490594207538516,-0.08877390913594752,64.40217292714391,0.3251905037767422,0.32632017345185177,-0.0011296696751095792,0.5718779333996393,0.7406636343492659,1.2981589842687116,-0.08356089269411604,0.020057387831445426,Kennametal Inc.,Industrials,Tools & Accessories,1.68,18.358334,1.3041676,0.07554,0.4856837439078155,0.06149908609336598,57129000.0,64.29408720657773,4.0,21.356123243697578,5.798512989241747,2025-10-31T16:50:08Z,us_all
KN,23.75,15.86,23.505499935150148,22.782600021362306,18.741100025177,0.029172928888994948,0.16313701430145058,-0.01041666666666663,-0.012473981146671087,0.18809406062697098,62.184893255194325,0.25372465545844136,0.30531004006597445,-0.05158538460753309,0.6327007926657231,0.9729619069423271,1.8612852330709733,0.356367772104629,0.02124388626370343,Knowles Corporation,Technology,Electronic Components,2.02,59.362503,2.6894326,0.04682,0.28174603174603174,,31300000.0,63.867871203074856,7.0,8.914089970378356,,2025-10-31T16:50:08Z,us_all
SKYE,1.56,,1.5547500014305116,2.945400013923645,2.762250006198883,0.06909341746802167,0.012404311646844654,0.012987000923330161,-0.6715789594148335,-0.5702479631960542,53.374229180467765,-0.43609041608630794,-0.5092124132187943,0.07312199713248635,0.509527396196804,0.27320489183145386,1.2999999006589293,-0.6935167198400976,0.14222439410952342,SKYE,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
CBUS,1.59,,1.5435000002384185,1.4260000014305114,1.850674995779991,0.09600180941061247,0.07997438285600325,0.025806504705075506,0.10416664597061032,0.00632910771622841,55.17241308436821,0.04490009747280199,0.04754663373962947,-0.0026465362668274747,0.6378842737512387,0.2765217449354089,1.2720000267028808,-0.6093366176125831,0.05804715786733662,CBUS,,,,,,,,,,,,,,2025-10-31T16:50:08Z,us_all
PRAA,13.76,3.68,13.986999940872192,15.53519998550415,17.193749961853026,0.03890678271340973,0.09909891387440867,-0.06775067645617217,-0.07340068179042103,-0.11964170645343408,51.77305540168266,-0.35568870704817535,-0.42757661342451214,0.0718879063763368,0.3651468330402653,0.5566343289276819,1.0361446163827033,-0.31165580858272546,0.026069318839600387,"PRA Group, Inc.",Financial Services,Credit Services,0.54,5.9439225,0.40303668,0.08191,2.8175588782572487,0.06302144561799843,-14188000.0,62.92835193753941,5.0,42.261365335256265,11.563025835139566,2025-10-31T16:50:08Z,us_all
